po_line_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost,line_total
752,246,56,108,108,203.77,22007.16
753,246,59,36,36,231.01,8316.36
754,247,75,24,24,39.67,952.08
755,248,106,6,6,204.29,1225.74
756,248,164,48,48,24.38,1170.24
757,249,279,18,18,169.04,3042.72
758,249,304,18,18,26.87,483.66
759,249,314,28,28,60.32,1688.96
760,249,325,18,18,25.42,457.56
761,250,354,24,24,188.46,4523.04
762,251,412,60,60,133.58,8014.80
763,252,442,48,48,42.26,2028.48
764,253,495,60,60,67.77,4066.20
765,253,512,12,12,102.80,1233.60
766,254,581,1,1,32.77,32.77
767,255,8,96,96,56.16,5391.36
768,255,10,7,7,36.75,257.25
769,255,29,6,6,34.19,205.14
770,256,39,48,48,156.51,7512.48
771,256,40,21,21,463.24,9728.04
772,256,60,12,12,271.73,3260.76
773,256,66,18,18,197.59,3556.62
774,257,89,24,24,19.16,459.84
775,257,102,12,12,48.35,580.20
776,258,128,12,12,291.91,3502.92
777,259,172,12,12,87.64,1051.68
778,259,181,24,24,79.52,1908.48
779,259,190,24,24,10.02,240.48
780,259,213,42,42,50.60,2125.20
781,259,217,42,42,38.97,1636.74
782,260,281,18,18,125.76,2263.68
783,260,289,18,18,139.81,2516.58
784,260,319,6,6,49.30,295.80
785,261,345,12,12,173.88,2086.56
786,262,384,30,30,55.69,1670.70
787,263,499,24,24,150.82,3619.68
788,263,522,6,6,141.94,851.64
789,264,591,1,1,130.37,130.37
790,264,598,6,6,159.07,954.42
791,265,26,24,24,26.51,636.24
792,266,84,24,24,53.64,1287.36
793,266,87,66,66,48.51,3201.66
794,267,109,24,24,75.38,1809.12
795,267,131,24,24,104.12,2498.88
796,268,200,36,36,42.98,1547.28
797,269,246,24,24,94.45,2266.80
798,270,288,18,18,161.09,2899.62
799,271,349,102,102,103.32,10538.64
800,271,361,9,9,208.47,1876.23
801,272,447,2,2,73.51,147.02
802,273,470,4,4,155.29,621.16
803,274,568,6,6,48.74,292.44
804,274,594,12,12,86.71,1040.52
805,275,5,30,30,91.92,2757.60
806,275,33,48,48,49.25,2364.00
807,276,35,42,42,499.21,20966.82
808,276,63,60,60,179.97,10798.20
809,277,108,36,36,160.14,5765.04
810,277,150,12,12,20.29,243.48
811,278,177,1,1,61.31,61.31
812,278,192,12,12,37.92,455.04
813,278,221,12,12,22.18,266.16
814,278,234,6,6,27.02,162.12
815,278,237,36,36,56.40,2030.40
816,279,274,6,6,109.53,657.18
817,279,296,12,12,90.18,1082.16
818,280,409,6,6,109.26,655.56
819,280,421,12,12,265.96,3191.52
820,280,422,6,6,108.09,648.54
821,280,432,8,8,152.74,1221.92
822,281,449,6,6,113.04,678.24
823,281,459,6,6,65.95,395.70
824,282,478,7,7,66.00,462.00
825,282,521,6,6,160.60,963.60
826,283,549,18,18,196.44,3535.92
827,283,570,6,6,121.52,729.12
828,284,7,18,18,10.98,197.64
829,284,9,48,48,43.31,2078.88
830,284,14,7,7,43.40,303.80
831,285,42,24,24,217.80,5227.20
832,286,69,36,36,64.15,2309.40
833,286,77,12,12,23.49,281.88
834,287,138,12,12,63.80,765.60
835,287,149,12,12,27.44,329.28
836,287,170,12,12,31.48,377.76
837,288,171,5,5,29.11,145.55
838,288,222,6,6,25.26,151.56
839,289,401,9,9,60.00,540.00
840,289,420,5,5,50.50,252.50
841,290,475,12,12,49.47,593.64
842,290,477,24,24,59.76,1434.24
843,291,18,24,24,25.72,617.28
844,291,20,1,1,49.15,49.15
845,291,21,12,12,37.58,450.96
846,292,41,12,12,263.86,3166.32
847,293,82,6,6,33.89,203.34
848,294,144,3,3,42.35,127.05
849,294,161,3,3,34.14,102.42
850,295,185,12,12,41.78,501.36
851,295,205,12,12,35.31,423.72
852,296,348,12,12,99.12,1189.44
853,297,403,6,6,91.18,547.08
854,298,458,12,12,104.82,1257.84
855,299,497,6,6,48.24,289.44
856,299,517,6,6,54.72,328.32
857,299,524,12,12,115.66,1387.92
858,300,535,6,6,217.43,1304.58
859,300,591,1,1,130.37,130.37
860,301,36,168,168,187.93,31572.24
861,301,57,96,96,102.77,9865.92
862,301,67,24,24,510.96,12263.04
863,302,72,19,19,103.58,1968.02
864,303,117,24,24,357.49,8579.76
865,303,120,6,6,97.98,587.88
866,303,129,27,27,421.07,11368.89
867,303,139,12,12,43.33,519.96
868,303,143,12,12,63.44,761.28
869,303,147,36,36,27.00,972.00
870,304,223,42,42,45.71,1919.82
871,305,265,24,24,103.51,2484.24
872,306,324,18,18,26.36,474.48
873,306,336,19,19,114.09,2167.71
874,307,433,19,19,181.32,3445.08
875,308,513,6,6,123.87,743.22
876,309,553,6,6,304.78,1828.68
877,310,6,96,96,20.10,1929.60
878,311,37,12,12,304.98,3659.76
879,311,44,96,96,218.99,21023.04
880,311,48,96,96,322.58,30967.68
881,311,64,6,6,705.33,4231.98
882,312,88,48,48,48.28,2317.44
883,312,93,36,36,53.83,1937.88
884,313,104,36,36,358.62,12910.32
885,313,113,6,6,252.71,1516.26
886,313,116,12,12,132.78,1593.36
887,314,183,12,12,63.60,763.20
888,314,186,18,18,27.00,486.00
889,314,198,24,24,42.98,1031.52
890,314,214,6,6,48.04,288.24
891,314,215,12,12,28.31,339.72
892,314,216,72,72,42.01,3024.72
893,315,240,6,6,72.54,435.24
894,316,282,12,12,103.57,1242.84
895,317,339,12,12,105.28,1263.36
896,318,371,16,16,128.28,2052.48
897,318,372,1,1,57.76,57.76
898,318,396,1,1,100.05,100.05
899,318,431,43,43,81.59,3508.37
900,319,437,12,12,79.71,956.52
901,320,539,6,6,301.45,1808.70
902,321,19,48,48,26.20,1257.60
903,321,34,12,12,26.03,312.36
904,322,43,36,36,293.78,10576.08
905,322,54,32,32,174.45,5582.40
906,323,73,84,84,32.52,2731.68
907,324,103,12,12,177.87,2134.44
908,324,151,31,31,25.88,802.28
909,325,178,24,24,25.20,604.80
910,325,182,12,12,52.92,635.04
911,325,219,36,36,32.87,1183.32
912,325,220,6,6,17.00,102.00
913,325,233,12,12,56.93,683.16
914,326,277,6,6,87.55,525.30
915,326,331,8,8,15.99,127.92
916,327,357,11,11,142.09,1562.99
917,327,359,24,24,132.53,3180.72
918,328,393,40,40,40.12,1604.80
919,329,488,24,24,106.80,2563.20
920,329,532,6,6,105.68,634.08
921,330,15,42,42,19.97,838.74
922,330,23,30,30,33.03,990.90
923,331,38,38,38,153.82,5845.16
924,331,58,18,18,162.92,2932.56
925,332,80,12,12,54.48,653.76
926,333,142,24,24,34.13,819.12
927,333,148,48,48,46.05,2210.40
928,334,206,20,20,73.38,1467.60
929,334,236,36,36,26.15,941.40
930,335,250,4,4,69.38,277.52
931,335,252,4,4,71.51,286.04
932,335,259,26,26,113.90,2961.40
933,335,262,24,24,39.22,941.28
934,336,293,12,12,368.78,4425.36
935,336,305,54,54,37.54,2027.16
936,336,321,6,6,41.50,249.00
937,337,343,12,12,177.42,2129.04
938,338,386,36,36,91.72,3301.92
939,338,429,12,12,299.56,3594.72
940,339,486,18,18,48.03,864.54
941,339,504,6,6,63.73,382.38
942,339,516,60,60,54.93,3295.80
943,340,547,6,6,267.36,1604.16
944,341,3,12,12,23.51,282.12
945,341,13,24,24,25.84,620.16
946,342,155,24,24,48.72,1169.28
947,343,179,36,36,24.56,884.16
948,343,207,18,18,50.74,913.32
949,343,228,18,18,35.55,639.90
950,343,232,18,18,105.26,1894.68
951,344,257,4,4,51.08,204.32
952,344,258,6,6,119.18,715.08
953,344,267,24,24,52.70,1264.80
954,345,287,12,12,77.22,926.64
955,345,291,19,19,109.01,2071.19
956,346,341,6,6,154.15,924.90
957,347,373,24,24,144.28,3462.72
958,348,439,24,24,168.00,4032.00
959,348,453,12,12,71.69,860.28
960,349,490,2,2,118.21,236.42
961,349,509,3,3,123.77,371.31
962,349,529,1,1,219.86,219.86
963,350,582,1,1,122.07,122.07
964,351,47,36,36,210.96,7594.56
965,352,85,12,12,92.59,1111.08
966,352,86,7,7,50.25,351.75
967,352,95,24,24,37.39,897.36
968,352,96,24,24,70.16,1683.84
969,353,123,24,24,786.06,18865.44
970,353,136,18,18,215.12,3872.16
971,353,156,24,24,72.15,1731.60
972,353,162,36,36,28.20,1015.20
973,354,180,44,44,27.59,1213.96
974,354,187,25,25,44.11,1102.75
975,354,229,6,6,28.29,169.74
976,355,355,6,6,124.26,745.56
977,356,478,7,7,66.00,462.00
978,357,600,12,12,29.12,349.44
979,358,2,198,198,16.87,3340.26
980,359,61,24,24,203.32,4879.68
981,360,92,24,24,44.95,1078.80
982,361,299,24,24,190.31,4567.44
983,361,302,48,48,214.74,10307.52
984,361,322,6,6,12.44,74.64
985,362,351,42,42,66.16,2778.72
986,363,376,7,7,70.22,491.54
987,363,385,13,13,31.62,411.06
988,363,406,6,6,51.67,310.02
989,363,407,12,12,66.55,798.60
990,363,411,5,5,70.92,354.60
991,364,484,12,12,103.13,1237.56
992,364,491,6,6,105.63,633.78
993,365,581,1,1,32.77,32.77
994,366,27,48,48,14.58,699.84
995,366,31,12,12,28.82,345.84
996,367,79,12,12,78.31,939.72
997,368,140,12,12,38.42,461.04
998,369,268,12,12,63.01,756.12
999,370,301,36,36,174.30,6274.80
1000,370,325,18,18,25.42,457.56
1001,371,358,6,6,90.00,540.00
1002,371,367,36,36,161.16,5801.76
1003,372,370,12,12,75.36,904.32
1004,372,383,24,24,103.84,2492.16
1005,373,457,1,1,72.47,72.47
1006,374,512,12,12,102.80,1233.60
1007,374,534,1,1,99.40,99.40
1008,375,570,6,6,121.52,729.12
1009,376,11,48,48,39.25,1884.00
1010,376,16,24,24,50.86,1220.64
1011,377,90,12,12,46.66,559.92
1012,378,115,6,6,121.60,729.60
1013,378,122,48,48,222.45,10677.60
1014,378,158,18,18,53.37,960.66
1015,379,174,12,12,58.83,705.96
1016,379,177,1,1,61.31,61.31
1017,379,212,6,6,35.98,215.88
1018,380,271,18,18,148.25,2668.50
1019,380,307,12,12,66.05,792.60
1020,381,365,12,12,390.49,4685.88
1021,382,420,5,5,50.50,252.50
1022,383,474,1,1,69.52,69.52
1023,383,483,6,6,46.96,281.76
1024,384,591,1,1,130.37,130.37
1025,384,599,5,5,26.67,133.35
1026,385,32,6,6,40.31,241.86
1027,386,84,24,24,53.64,1287.36
1028,387,114,29,29,196.91,5710.39
1029,387,125,24,24,470.42,11290.08
1030,387,132,24,24,199.91,4797.84
1031,387,153,59,59,68.27,4027.93
1032,388,217,42,42,38.97,1636.74
1033,388,230,24,24,34.20,820.80
1034,389,272,13,13,104.19,1354.47
1035,389,275,12,12,128.45,1541.40
1036,389,281,18,18,125.76,2263.68
1037,389,288,18,18,161.09,2899.62
1038,389,328,6,6,91.69,550.14
1039,389,332,6,6,42.49,254.94
1040,390,460,6,6,60.71,364.26
1041,391,500,12,12,119.26,1431.12
1042,391,524,12,12,115.66,1387.92
1043,392,548,12,12,272.77,3273.24
1044,392,578,8,8,37.74,301.92
1045,393,20,1,1,49.15,49.15
1046,393,30,24,24,29.52,708.48
1047,394,45,42,42,199.48,8378.16
1048,394,55,24,24,237.81,5707.44
1049,395,82,6,6,33.89,203.34
1050,395,89,24,24,19.16,459.84
1051,396,126,6,6,84.68,508.08
1052,396,127,168,168,494.47,83070.96
1053,396,141,18,18,42.82,770.76
1054,396,144,3,3,42.35,127.05
1055,396,161,3,3,34.14,102.42
1056,397,190,24,24,10.02,240.48
1057,397,195,12,12,48.33,579.96
1058,397,197,18,18,46.40,835.20
1059,397,203,84,84,30.56,2567.04
1060,397,208,6,6,31.27,187.62
1061,397,227,12,12,16.07,192.84
1062,398,238,18,18,90.42,1627.56
1063,398,243,10,10,155.97,1559.70
1064,398,245,8,8,67.17,537.36
1065,398,251,12,12,121.83,1461.96
1066,398,256,6,6,162.95,977.70
1067,399,279,18,18,169.04,3042.72
1068,399,311,12,12,34.48,413.76
1069,399,314,28,28,60.32,1688.96
1070,400,346,48,48,142.28,6829.44
1071,400,361,9,9,208.47,1876.23
1072,401,372,1,1,57.76,57.76
1073,401,394,12,12,120.41,1444.92
1074,401,396,1,1,100.05,100.05
1075,401,425,18,18,78.64,1415.52
1076,402,442,48,48,42.26,2028.48
1077,403,494,48,48,96.52,4632.96
1078,403,530,4,4,230.83,923.32
1079,404,56,108,108,203.77,22007.16
1080,405,94,36,36,59.29,2134.44
1081,406,105,48,48,204.92,9836.16
1082,406,121,6,6,207.01,1242.06
1083,406,128,12,12,291.91,3502.92
1084,406,152,12,12,108.63,1303.56
1085,406,154,12,12,28.30,339.60
1086,406,164,48,48,24.38,1170.24
1087,406,167,24,24,48.25,1158.00
1088,407,173,24,24,36.81,883.44
1089,407,184,24,24,16.61,398.64
1090,407,188,12,12,20.57,246.84
1091,407,194,24,24,31.22,749.28
1092,407,226,12,12,40.86,490.32
1093,408,273,10,10,97.54,975.40
1094,409,338,12,12,138.34,1660.08
1095,409,356,12,12,95.10,1141.20
1096,410,470,4,4,155.29,621.16
1097,411,561,4,4,172.62,690.48
1098,411,582,1,1,122.07,122.07
1099,412,14,7,7,43.40,303.80
1100,412,17,36,36,19.25,693.00
1101,412,24,12,12,27.10,325.20
1102,412,28,12,12,41.71,500.52
1103,413,53,108,108,165.75,17901.00
1104,414,75,24,24,39.67,952.08
1105,415,134,12,12,163.90,1966.80
1106,415,145,22,22,46.79,1029.38
1107,416,199,54,54,35.36,1909.44
1108,416,222,6,6,25.26,151.56
1109,417,257,4,4,51.08,204.32
1110,418,297,12,12,90.99,1091.88
1111,419,347,6,6,177.62,1065.72
1112,419,350,12,12,135.08,1620.96
1113,420,405,6,6,146.38,878.28
1114,420,421,12,12,265.96,3191.52
1115,420,432,8,8,152.74,1221.92
1116,421,452,2,2,46.72,93.44
1117,421,461,36,36,80.02,2880.72
1118,422,508,6,6,191.89,1151.34
1119,423,8,96,96,56.16,5391.36
1120,424,42,24,24,217.80,5227.20
1121,425,108,36,36,160.14,5765.04
1122,425,119,24,24,141.11,3386.64
1123,425,124,30,30,92.34,2770.20
1124,425,163,12,12,53.29,639.48
1125,426,225,6,6,47.76,286.56
1126,426,237,36,36,56.40,2030.40
1127,427,264,60,60,99.20,5952.00
1128,428,313,6,6,34.24,205.44
1129,428,320,24,24,37.35,896.40
1130,428,330,42,42,84.58,3552.36
1131,428,333,18,18,55.53,999.54
1132,429,352,24,24,131.89,3165.36
1133,430,390,3,3,76.54,229.62
1134,430,398,24,24,79.94,1918.56
1135,431,457,1,1,72.47,72.47
1136,431,468,24,24,78.00,1872.00
1137,432,535,6,6,217.43,1304.58
1138,432,581,1,1,32.77,32.77
1139,432,591,1,1,130.37,130.37
1140,433,22,12,12,21.61,259.32
1141,434,51,42,42,432.44,18162.48
1142,434,59,36,36,231.01,8316.36
1143,434,66,18,18,197.59,3556.62
1144,435,110,6,6,255.09,1530.54
1145,435,118,24,24,124.96,2999.04
1146,436,206,20,20,73.38,1467.60
1147,436,213,42,42,50.60,2125.20
1148,437,260,57,57,79.02,4504.14
1149,437,269,6,6,46.80,280.80
1150,438,300,24,24,190.74,4577.76
1151,438,323,36,36,59.53,2143.08
1152,438,336,19,19,114.09,2167.71
1153,439,362,24,24,81.28,1950.72
1154,440,378,12,12,30.08,360.96
1155,440,428,18,18,68.35,1230.30
1156,441,487,4,4,46.26,185.04
1157,442,558,24,24,402.06,9649.44
1158,442,572,6,6,65.51,393.06
1159,443,4,6,6,17.46,104.76
1160,443,33,48,48,49.25,2364.00
1161,444,41,12,12,263.86,3166.32
1162,445,86,7,7,50.25,351.75
1163,445,91,24,24,55.86,1340.64
1164,445,97,24,24,31.25,750.00
1165,446,137,12,12,36.69,440.28
1166,447,175,12,12,39.87,478.44
1167,447,177,1,1,61.31,61.31
1168,447,216,72,72,42.01,3024.72
1169,448,298,24,24,197.76,4746.24
1170,448,310,12,12,33.02,396.24
1171,449,490,2,2,118.21,236.42
1172,449,513,6,6,123.87,743.22
1173,449,529,1,1,219.86,219.86
1174,450,544,6,6,180.15,1080.90
1175,451,9,48,48,43.31,2078.88
1176,451,10,7,7,36.75,257.25
1177,451,21,12,12,37.58,450.96
1178,452,35,42,42,499.21,20966.82
1179,453,74,24,24,45.58,1093.92
1180,454,129,27,27,421.07,11368.89
1181,455,233,12,12,56.93,683.16
1182,456,246,24,24,94.45,2266.80
1183,456,252,4,4,71.51,286.04
1184,456,259,26,26,113.90,2961.40
1185,457,285,24,24,98.93,2374.32
1186,457,290,6,6,124.57,747.42
1187,457,294,24,24,99.77,2394.48
1188,458,349,102,102,103.32,10538.64
1189,459,371,16,16,128.28,2052.48
1190,459,395,14,14,80.48,1126.72
1191,459,397,12,12,35.36,424.32
1192,459,399,12,12,74.98,899.76
1193,459,412,60,60,133.58,8014.80
1194,460,499,24,24,150.82,3619.68
1195,461,541,1,1,179.83,179.83
1196,461,564,12,12,173.51,2082.12
1197,462,1,48,48,18.19,873.12
1198,463,50,12,12,468.57,5622.84
1199,464,76,12,12,51.90,622.80
1200,464,87,66,66,48.51,3201.66
1201,464,98,12,12,64.42,773.04
1202,465,130,24,24,446.83,10723.92
1203,465,149,12,12,27.44,329.28
1204,466,174,12,12,58.83,705.96
1205,466,186,18,18,27.00,486.00
1206,466,227,12,12,16.07,192.84
1207,467,263,54,54,41.66,2249.64
1208,468,274,6,6,109.53,657.18
1209,468,304,18,18,26.87,483.66
1210,468,306,18,18,17.48,314.64
1211,468,322,6,6,12.44,74.64
1212,469,485,12,12,52.14,625.68
1213,469,510,4,4,76.54,306.16
1214,469,528,4,4,127.30,509.20
1215,470,12,12,12,13.19,158.28
1216,470,18,24,24,25.72,617.28
1217,471,40,21,21,463.24,9728.04
1218,471,43,36,36,293.78,10576.08
1219,471,54,32,32,174.45,5582.40
1220,472,69,36,36,64.15,2309.40
1221,473,111,24,24,245.59,5894.16
1222,473,169,24,24,28.63,687.12
1223,474,191,12,12,19.73,236.76
1224,474,198,24,24,42.98,1031.52
1225,474,204,19,19,20.76,394.44
1226,474,223,42,42,45.71,1919.82
1227,475,254,12,12,47.54,570.48
1228,476,331,8,8,15.99,127.92
1229,476,332,6,6,42.49,254.94
1230,477,340,6,6,148.97,893.82
1231,477,366,5,5,96.06,480.30
1232,477,369,48,48,291.77,14004.96
1233,478,401,9,9,60.00,540.00
1234,479,453,12,12,71.69,860.28
1235,479,455,12,12,84.00,1008.00
1236,480,473,24,24,61.89,1485.36
1237,480,516,60,60,54.93,3295.80
1238,480,534,1,1,99.40,99.40
1239,481,571,12,12,94.39,1132.68
1240,481,593,6,6,30.79,184.74
1241,482,29,6,6,34.19,205.14
1242,483,63,60,60,179.97,10798.20
1243,484,72,19,19,103.58,1968.02
1244,484,100,24,24,56.48,1355.52
1245,485,103,12,12,177.87,2134.44
1246,485,139,12,12,43.33,519.96
1247,485,147,36,36,27.00,972.00
1248,485,160,24,24,64.76,1554.24
1249,485,161,3,3,34.14,102.42
1250,486,180,44,44,27.59,1213.96
1251,487,288,18,18,161.09,2899.62
1252,488,393,40,40,40.12,1604.80
1253,488,407,12,12,66.55,798.60
1254,489,530,4,4,230.83,923.32
1255,490,599,5,5,26.67,133.35
1256,491,20,1,1,49.15,49.15
1257,492,48,96,96,322.58,30967.68
1258,492,62,12,12,167.13,2005.56
1259,493,73,84,84,32.52,2731.68
1260,494,126,6,6,84.68,508.08
1261,494,151,31,31,25.88,802.28
1262,495,179,36,36,24.56,884.16
1263,495,187,25,25,44.11,1102.75
1264,495,201,48,48,36.98,1775.04
1265,495,214,6,6,48.04,288.24
1266,495,228,18,18,35.55,639.90
1267,495,236,36,36,26.15,941.40
1268,496,255,6,6,70.40,422.40
1269,497,309,6,6,51.45,308.70
1270,497,318,24,24,71.65,1719.60
1271,498,372,1,1,57.76,57.76
1272,498,396,1,1,100.05,100.05
1273,498,433,19,19,181.32,3445.08
1274,499,457,1,1,72.47,72.47
1275,500,591,1,1,130.37,130.37
1276,501,6,96,96,20.10,1929.60
1277,501,25,24,24,39.35,944.40
1278,502,57,96,96,102.77,9865.92
1279,503,157,2,2,41.79,83.58
1280,504,229,6,6,28.29,169.74
1281,505,252,4,4,71.51,286.04
1282,506,289,18,18,139.81,2516.58
1283,507,495,60,60,67.77,4066.20
1284,508,561,4,4,172.62,690.48
1285,509,5,30,30,91.92,2757.60
1286,510,38,38,38,153.82,5845.16
1287,510,39,48,48,156.51,7512.48
1288,510,46,12,12,291.41,3496.92
1289,510,65,12,12,386.37,4636.44
1290,511,113,6,6,252.71,1516.26
1291,511,135,18,18,564.48,10160.64
1292,511,150,12,12,20.29,243.48
1293,512,171,5,5,29.11,145.55
1294,512,219,36,36,32.87,1183.32
1295,512,232,18,18,105.26,1894.68
1296,513,277,6,6,87.55,525.30
1297,513,278,6,6,99.69,598.14
1298,513,291,19,19,109.01,2071.19
1299,513,292,12,12,213.69,2564.28
1300,513,296,12,12,90.18,1082.16
1301,513,303,24,24,267.60,6422.40
1302,513,305,54,54,37.54,2027.16
1303,514,359,24,24,132.53,3180.72
1304,515,384,30,30,55.69,1670.70
1305,515,403,6,6,91.18,547.08
1306,515,414,24,24,159.44,3826.56
1307,516,476,12,12,107.26,1287.12
1308,516,509,3,3,123.77,371.31
1309,517,545,12,12,222.27,2667.24
1310,517,568,6,6,48.74,292.44
1311,518,17,36,36,19.25,693.00
1312,519,44,96,96,218.99,21023.04
1313,519,49,6,6,160.50,963.00
1314,520,90,12,12,46.66,559.92
1315,520,95,24,24,37.39,897.36
1316,520,99,14,14,39.21,548.94
1317,521,116,12,12,132.78,1593.36
1318,521,144,3,3,42.35,127.05
1319,522,177,1,1,61.31,61.31
1320,522,200,36,36,42.98,1547.28
1321,522,202,6,6,40.08,240.48
1322,522,205,12,12,35.31,423.72
1323,522,206,20,20,73.38,1467.60
1324,522,217,42,42,38.97,1636.74
1325,523,250,4,4,69.38,277.52
1326,524,272,13,13,104.19,1354.47
1327,524,283,6,6,252.81,1516.86
1328,524,284,12,12,175.56,2106.72
1329,524,308,12,12,41.56,498.72
1330,524,314,28,28,60.32,1688.96
1331,524,325,18,18,25.42,457.56
1332,525,357,11,11,142.09,1562.99
1333,526,431,43,43,81.59,3508.37
1334,527,438,3,3,34.94,104.82
1335,528,481,12,12,98.28,1179.36
1336,529,539,6,6,301.45,1808.70
1337,530,15,42,42,19.97,838.74
1338,530,26,24,24,26.51,636.24
1339,531,58,18,18,162.92,2932.56
1340,532,89,24,24,19.16,459.84
1341,533,109,24,24,75.38,1809.12
1342,534,190,24,24,10.02,240.48
1343,534,218,12,12,24.47,293.64
1344,534,233,12,12,56.93,683.16
1345,535,279,18,18,169.04,3042.72
1346,536,343,12,12,177.42,2129.04
1347,536,358,6,6,90.00,540.00
1348,537,411,5,5,70.92,354.60
1349,537,422,6,6,108.09,648.54
1350,538,448,6,6,34.04,204.24
1351,538,449,6,6,113.04,678.24
1352,539,524,12,12,115.66,1387.92
1353,540,592,6,6,114.04,684.24
1354,541,23,30,30,33.03,990.90
1355,541,31,12,12,28.82,345.84
1356,541,34,12,12,26.03,312.36
1357,542,36,168,168,187.93,31572.24
1358,542,45,42,42,199.48,8378.16
1359,542,47,36,36,210.96,7594.56
1360,543,88,48,48,48.28,2317.44
1361,544,172,12,12,87.64,1051.68
1362,544,185,12,12,41.78,501.36
1363,544,224,2,2,46.71,93.42
1364,545,244,7,7,80.68,564.76
1365,545,256,6,6,162.95,977.70
1366,546,274,6,6,109.53,657.18
1367,546,281,18,18,125.76,2263.68
1368,546,297,12,12,90.99,1091.88
1369,546,321,6,6,41.50,249.00
1370,546,324,18,18,26.36,474.48
1371,547,339,12,12,105.28,1263.36
1372,547,342,6,6,73.12,438.72
1373,547,354,24,24,188.46,4523.04
1374,547,360,18,18,71.03,1278.54
1375,547,365,12,12,390.49,4685.88
1376,548,373,24,24,144.28,3462.72
1377,548,408,12,12,139.42,1673.04
1378,549,457,1,1,72.47,72.47
1379,550,488,24,24,106.80,2563.20
1380,550,491,6,6,105.63,633.78
1381,550,534,1,1,99.40,99.40
1382,551,549,18,18,196.44,3535.92
1383,551,555,6,6,215.74,1294.44
1384,551,580,6,6,111.44,668.64
1385,551,597,6,6,143.80,862.80
1386,551,598,6,6,159.07,954.42
1387,552,85,12,12,92.59,1111.08
1388,552,86,7,7,50.25,351.75
1389,553,104,36,36,358.62,12910.32
1390,553,127,168,168,494.47,83070.96
1391,553,166,6,6,25.97,155.82
1392,554,197,18,18,46.40,835.20
1393,554,215,12,12,28.31,339.72
1394,554,216,72,72,42.01,3024.72
1395,555,257,4,4,51.08,204.32
1396,556,310,12,12,33.02,396.24
1397,556,316,12,12,49.39,592.68
1398,556,322,6,6,12.44,74.64
1399,556,336,19,19,114.09,2167.71
1400,557,478,7,7,66.00,462.00
1401,557,484,12,12,103.13,1237.56
1402,557,512,12,12,102.80,1233.60
1403,558,543,6,6,204.85,1229.10
1404,558,548,12,12,272.77,3273.24
1405,558,596,6,6,180.18,1081.08
1406,559,2,198,198,16.87,3340.26
1407,559,10,7,7,36.75,257.25
1408,560,60,12,12,271.73,3260.76
1409,560,68,24,24,310.68,7456.32
1410,561,84,24,24,53.64,1287.36
1411,562,114,29,29,196.91,5710.39
1412,562,124,30,30,92.34,2770.20
1413,562,164,48,48,24.38,1170.24
1414,563,181,24,24,79.52,1908.48
1415,563,182,12,12,52.92,635.04
1416,563,184,24,24,16.61,398.64
1417,563,188,12,12,20.57,246.84
1418,564,243,10,10,155.97,1559.70
1419,564,259,26,26,113.90,2961.40
1420,565,312,6,6,17.14,102.84
1421,565,331,8,8,15.99,127.92
1422,566,345,12,12,173.88,2086.56
1423,566,351,42,42,66.16,2778.72
1424,567,444,12,12,33.77,405.24
1425,567,458,12,12,104.82,1257.84
1426,568,486,18,18,48.03,864.54
1427,569,535,6,6,217.43,1304.58
1428,569,537,12,12,139.64,1675.68
1429,569,538,12,12,264.00,3168.00
1430,570,59,36,36,231.01,8316.36
1431,571,93,36,36,53.83,1937.88
1432,571,102,12,12,48.35,580.20
1433,572,123,24,24,786.06,18865.44
1434,572,153,59,59,68.27,4027.93
1435,572,158,18,18,53.37,960.66
1436,572,162,36,36,28.20,1015.20
1437,573,183,12,12,63.60,763.20
1438,573,237,36,36,56.40,2030.40
1439,574,266,1,1,76.64,76.64
1440,575,432,8,8,152.74,1221.92
1441,576,452,2,2,46.72,93.44
1442,577,523,6,6,67.09,402.54
1443,577,525,6,6,59.03,354.18
1444,578,7,18,18,10.98,197.64
1445,578,11,48,48,39.25,1884.00
1446,578,30,24,24,29.52,708.48
1447,579,41,12,12,263.86,3166.32
1448,579,53,108,108,165.75,17901.00
1449,580,141,18,18,42.82,770.76
1450,581,192,12,12,37.92,455.04
1451,581,199,54,54,35.36,1909.44
1452,581,227,12,12,16.07,192.84
1453,582,275,12,12,128.45,1541.40
1454,582,282,12,12,103.57,1242.84
1455,583,385,13,13,31.62,411.06
1456,583,409,6,6,109.26,655.56
1457,583,410,24,24,90.96,2183.04
1458,583,420,5,5,50.50,252.50
1459,583,425,18,18,78.64,1415.52
1460,583,429,12,12,299.56,3594.72
1461,584,590,12,12,35.84,430.08
1462,585,20,1,1,49.15,49.15
1463,586,108,36,36,160.14,5765.04
1464,586,121,6,6,207.01,1242.06
1465,586,156,24,24,72.15,1731.60
1466,587,195,12,12,48.33,579.96
1467,587,208,6,6,31.27,187.62
1468,587,230,24,24,34.20,820.80
1469,588,246,24,24,94.45,2266.80
1470,589,288,18,18,161.09,2899.62
1471,589,330,42,42,84.58,3552.36
1472,590,361,9,9,208.47,1876.23
1473,591,390,3,3,76.54,229.62
1474,592,461,36,36,80.02,2880.72
1475,593,475,12,12,49.47,593.64
1476,593,489,12,12,75.24,902.88
1477,593,516,60,60,54.93,3295.80
1478,594,599,5,5,26.67,133.35
1479,595,8,96,96,56.16,5391.36
