supplier_price_id,supplier_id,product_id,unit_cost,currency,effective_from,effective_to,source,supersedes_id
472,5,236,1.27,GBP,2025-11-16,,seed,471
473,5,237,0.86,GBP,2024-10-11,2025-10-20,seed,
474,5,237,0.90,GBP,2025-10-20,,seed,473
475,5,238,1.55,GBP,2025-03-02,2026-02-08,seed,
476,5,238,1.68,GBP,2026-02-08,,seed,475
477,5,239,1.15,GBP,2025-02-19,2026-02-06,seed,
478,5,239,1.21,GBP,2026-02-06,,seed,477
479,5,240,1.57,GBP,2025-12-14,2026-05-12,seed,
480,5,240,1.78,GBP,2026-05-12,,seed,479
481,5,241,2.00,GBP,2025-10-05,2026-04-12,seed,
482,5,241,2.20,GBP,2026-04-12,,seed,481
483,5,242,1.19,GBP,2025-02-16,2026-02-09,seed,
484,5,242,1.24,GBP,2026-02-09,,seed,483
485,5,243,0.58,GBP,2025-10-21,2026-03-31,seed,
486,5,243,0.65,GBP,2026-03-31,,seed,485
487,5,244,1.79,GBP,2025-12-04,2026-05-11,seed,
488,5,244,1.98,GBP,2026-05-11,,seed,487
489,5,245,0.81,GBP,2025-06-11,2025-12-01,seed,
490,5,245,0.89,GBP,2025-12-01,,seed,489
491,5,246,1.71,GBP,2025-07-06,2026-02-08,seed,
492,5,246,1.78,GBP,2026-02-08,,seed,491
493,5,247,1.71,GBP,2025-10-27,2026-05-17,seed,
494,5,247,1.77,GBP,2026-05-17,,seed,493
495,5,248,1.88,GBP,2025-07-13,2026-03-21,seed,
496,5,248,2.05,GBP,2026-03-21,,seed,495
497,5,249,1.75,GBP,2025-02-16,2026-03-11,seed,
498,5,249,1.90,GBP,2026-03-11,,seed,497
499,5,250,2.15,GBP,2025-05-11,2026-02-27,seed,
500,5,250,2.41,GBP,2026-02-27,,seed,499
501,5,251,3.28,GBP,2025-12-26,2026-05-21,seed,
502,5,251,3.71,GBP,2026-05-21,,seed,501
503,5,252,1.15,GBP,2025-08-17,2026-04-15,seed,
504,5,252,1.23,GBP,2026-04-15,,seed,503
505,5,253,1.62,GBP,2025-09-18,2026-04-25,seed,
506,5,253,1.80,GBP,2026-04-25,,seed,505
507,5,254,1.18,GBP,2024-11-18,2025-12-11,seed,
508,5,254,1.24,GBP,2025-12-11,,seed,507
509,5,255,1.89,GBP,2024-10-21,2025-10-23,seed,
510,5,255,1.98,GBP,2025-10-23,,seed,509
511,5,256,1.68,GBP,2025-06-19,2026-03-02,seed,
512,5,256,1.77,GBP,2026-03-02,,seed,511
513,5,257,0.59,GBP,2025-05-24,2025-09-21,seed,
514,5,257,0.63,GBP,2025-09-21,,seed,513
515,5,258,0.89,GBP,2025-02-03,2025-10-10,seed,
516,5,258,0.95,GBP,2025-10-10,,seed,515
517,5,259,0.92,GBP,2025-12-18,2026-04-21,seed,
518,5,259,0.95,GBP,2026-04-21,,seed,517
519,5,260,2.24,GBP,2025-08-26,2026-05-01,seed,
520,5,260,2.39,GBP,2026-05-01,,seed,519
521,5,261,0.60,GBP,2025-03-07,2025-09-25,seed,
522,5,261,0.68,GBP,2025-09-25,,seed,521
523,5,262,2.60,GBP,2025-11-20,2026-04-10,seed,
524,5,262,2.91,GBP,2026-04-10,,seed,523
525,5,263,1.81,GBP,2025-03-24,2025-11-15,seed,
526,5,263,2.01,GBP,2025-11-15,,seed,525
527,5,264,1.36,GBP,2024-11-03,2025-09-18,seed,
528,5,264,1.53,GBP,2025-09-18,,seed,527
529,5,265,3.66,GBP,2025-10-11,2026-03-16,seed,
530,5,265,4.05,GBP,2026-03-16,,seed,529
531,5,266,1.12,GBP,2025-09-21,2026-04-13,seed,
532,5,266,1.23,GBP,2026-04-13,,seed,531
533,5,267,1.01,GBP,2025-05-23,2026-05-02,seed,
534,5,267,1.14,GBP,2026-05-02,,seed,533
535,5,268,2.26,GBP,2025-11-24,2026-03-25,seed,
536,5,268,2.51,GBP,2026-03-25,,seed,535
537,5,269,1.06,GBP,2025-10-05,2026-03-18,seed,
538,5,269,1.12,GBP,2026-03-18,,seed,537
539,5,270,1.07,GBP,2025-03-19,2025-12-01,seed,
540,5,270,1.18,GBP,2025-12-01,,seed,539
541,5,271,0.71,GBP,2025-03-26,2026-02-08,seed,
542,5,271,0.77,GBP,2026-02-08,,seed,541
543,5,272,1.37,GBP,2025-09-14,2026-03-16,seed,
544,5,272,1.47,GBP,2026-03-16,,seed,543
545,5,273,2.01,GBP,2025-04-14,2025-10-03,seed,
546,5,273,2.16,GBP,2025-10-03,,seed,545
547,5,274,1.10,GBP,2025-05-03,2026-05-12,seed,
548,5,274,1.16,GBP,2026-05-12,,seed,547
549,5,275,0.73,GBP,2025-03-01,2026-02-09,seed,
550,5,275,0.80,GBP,2026-02-09,,seed,549
551,5,276,0.99,GBP,2025-10-05,2026-04-13,seed,
552,5,276,1.07,GBP,2026-04-13,,seed,551
553,5,277,1.79,GBP,2025-04-18,2026-03-23,seed,
554,5,277,1.93,GBP,2026-03-23,,seed,553
555,5,278,0.52,GBP,2025-08-27,2026-02-01,seed,
556,5,278,0.57,GBP,2026-02-01,,seed,555
557,5,279,1.08,GBP,2025-01-04,2026-02-06,seed,
558,5,279,1.20,GBP,2026-02-06,,seed,557
559,5,280,0.55,GBP,2025-05-15,2026-02-20,seed,
560,5,280,0.60,GBP,2026-02-20,,seed,559
561,5,281,0.75,GBP,2025-01-16,2025-12-22,seed,
562,5,281,0.82,GBP,2025-12-22,,seed,561
563,5,282,1.11,GBP,2025-11-13,2026-04-08,seed,
564,5,282,1.25,GBP,2026-04-08,,seed,563
565,5,283,2.12,GBP,2025-10-10,2026-03-03,seed,
566,5,283,2.22,GBP,2026-03-03,,seed,565
567,5,284,2.35,GBP,2025-06-10,2025-12-16,seed,
568,5,284,2.66,GBP,2025-12-16,,seed,567
569,5,285,1.51,GBP,2024-09-04,2025-09-21,seed,
570,5,285,1.63,GBP,2025-09-21,,seed,569
571,5,286,2.01,GBP,2025-04-17,2025-10-28,seed,
572,5,286,2.08,GBP,2025-10-28,,seed,571
573,5,287,1.31,GBP,2025-08-25,2026-02-21,seed,
574,5,287,1.37,GBP,2026-02-21,,seed,573
575,5,288,1.64,GBP,2025-09-29,2026-02-17,seed,
576,5,288,1.70,GBP,2026-02-17,,seed,575
577,5,289,1.49,GBP,2025-01-26,2025-10-21,seed,
578,5,289,1.63,GBP,2025-10-21,,seed,577
579,5,290,0.87,GBP,2025-12-26,2026-05-10,seed,
580,5,290,0.91,GBP,2026-05-10,,seed,579
581,5,291,1.80,GBP,2025-03-20,2026-03-30,seed,
582,5,291,1.87,GBP,2026-03-30,,seed,581
583,5,292,1.11,GBP,2025-07-09,2026-04-08,seed,
584,5,292,1.24,GBP,2026-04-08,,seed,583
585,5,293,1.55,GBP,2025-06-20,2026-03-08,seed,
586,5,293,1.73,GBP,2026-03-08,,seed,585
587,5,294,1.44,GBP,2025-08-27,2026-03-11,seed,
588,5,294,1.59,GBP,2026-03-11,,seed,587
589,5,295,3.32,GBP,2025-03-15,2026-02-01,seed,
590,5,295,3.65,GBP,2026-02-01,,seed,589
591,5,296,0.48,GBP,2025-03-25,2026-04-15,seed,
592,5,296,0.53,GBP,2026-04-15,,seed,591
593,5,297,2.60,GBP,2025-06-08,2026-04-05,seed,
594,5,297,2.92,GBP,2026-04-05,,seed,593
595,5,298,1.47,GBP,2025-06-30,2026-03-23,seed,
596,5,298,1.67,GBP,2026-03-23,,seed,595
597,5,299,2.01,GBP,2025-12-21,2026-05-11,seed,
598,5,299,2.12,GBP,2026-05-11,,seed,597
599,5,300,0.75,GBP,2025-04-22,2026-05-23,seed,
600,5,300,0.78,GBP,2026-05-23,,seed,599
601,5,301,1.18,GBP,2025-08-21,2026-02-28,seed,
602,5,301,1.33,GBP,2026-02-28,,seed,601
603,5,302,1.96,GBP,2024-11-08,2025-12-12,seed,
604,5,302,2.06,GBP,2025-12-12,,seed,603
605,5,303,1.01,GBP,2025-07-24,2026-04-01,seed,
606,5,303,1.06,GBP,2026-04-01,,seed,605
607,5,304,1.01,GBP,2025-09-02,2026-01-28,seed,
608,5,304,1.15,GBP,2026-01-28,,seed,607
609,5,305,1.80,GBP,2025-04-23,2026-03-10,seed,
610,5,305,1.98,GBP,2026-03-10,,seed,609
611,5,306,1.34,GBP,2025-11-17,2026-03-18,seed,
612,5,306,1.47,GBP,2026-03-18,,seed,611
613,5,307,0.51,GBP,2025-12-07,2026-04-16,seed,
614,5,307,0.53,GBP,2026-04-16,,seed,613
615,5,308,0.93,GBP,2025-05-09,2025-12-13,seed,
616,5,308,1.04,GBP,2025-12-13,,seed,615
617,5,309,0.80,GBP,2025-10-03,2026-03-07,seed,
618,5,309,0.84,GBP,2026-03-07,,seed,617
619,5,310,1.39,GBP,2025-02-07,2026-03-04,seed,
620,5,310,1.57,GBP,2026-03-04,,seed,619
621,5,311,0.59,GBP,2025-03-23,2026-04-09,seed,
622,5,311,0.63,GBP,2026-04-09,,seed,621
623,5,312,1.27,GBP,2025-07-22,2025-12-13,seed,
624,5,312,1.41,GBP,2025-12-13,,seed,623
625,5,313,2.19,GBP,2024-12-08,2025-10-22,seed,
626,5,313,2.36,GBP,2025-10-22,,seed,625
627,5,314,1.02,GBP,2025-11-18,2026-05-19,seed,
628,5,314,1.07,GBP,2026-05-19,,seed,627
629,6,315,0.55,GBP,2025-09-01,2026-04-11,seed,
630,6,315,0.57,GBP,2026-04-11,,seed,629
631,6,316,1.01,GBP,2025-03-30,2025-09-29,seed,
632,6,316,1.12,GBP,2025-09-29,,seed,631
633,6,317,0.80,GBP,2025-04-08,2026-04-13,seed,
634,6,317,0.91,GBP,2026-04-13,,seed,633
635,6,318,1.51,GBP,2024-10-18,2025-11-17,seed,
636,6,318,1.62,GBP,2025-11-17,,seed,635
637,6,319,0.79,GBP,2025-06-21,2026-05-15,seed,
638,6,319,0.84,GBP,2026-05-15,,seed,637
639,6,320,1.76,GBP,2025-06-05,2025-12-23,seed,
640,6,320,1.82,GBP,2025-12-23,,seed,639
641,6,321,1.09,GBP,2025-02-09,2025-11-06,seed,
642,6,321,1.19,GBP,2025-11-06,,seed,641
643,6,322,0.89,GBP,2024-12-16,2025-11-18,seed,
644,6,322,0.98,GBP,2025-11-18,,seed,643
645,6,323,1.70,GBP,2025-05-21,2026-02-05,seed,
646,6,323,1.91,GBP,2026-02-05,,seed,645
647,6,324,1.74,GBP,2025-08-14,2026-03-15,seed,
648,6,324,1.90,GBP,2026-03-15,,seed,647
649,6,325,1.11,GBP,2025-01-06,2025-12-18,seed,
650,6,325,1.15,GBP,2025-12-18,,seed,649
651,6,326,0.72,GBP,2025-02-22,2025-09-10,seed,
652,6,326,0.82,GBP,2025-09-10,,seed,651
653,6,327,0.78,GBP,2025-07-12,2026-02-20,seed,
654,6,327,0.84,GBP,2026-02-20,,seed,653
655,6,328,1.09,GBP,2025-06-19,2026-03-18,seed,
656,6,328,1.21,GBP,2026-03-18,,seed,655
657,6,329,0.25,GBP,2025-09-08,2026-05-18,seed,
658,6,329,0.27,GBP,2026-05-18,,seed,657
659,6,330,2.58,GBP,2025-04-21,2026-02-15,seed,
660,6,330,2.85,GBP,2026-02-15,,seed,659
661,6,331,4.20,GBP,2025-10-29,2026-05-22,seed,
662,6,331,4.60,GBP,2026-05-22,,seed,661
663,6,332,1.72,GBP,2025-07-06,2026-02-21,seed,
664,6,332,1.90,GBP,2026-02-21,,seed,663
665,6,333,1.16,GBP,2024-11-12,2025-12-04,seed,
666,6,333,1.20,GBP,2025-12-04,,seed,665
667,6,334,1.19,GBP,2025-05-22,2026-02-08,seed,
668,6,334,1.28,GBP,2026-02-08,,seed,667
669,6,335,0.49,GBP,2025-07-27,2026-03-18,seed,
670,6,335,0.55,GBP,2026-03-18,,seed,669
671,6,336,1.18,GBP,2025-06-16,2025-12-18,seed,
672,6,336,1.23,GBP,2025-12-18,,seed,671
673,6,337,0.88,GBP,2024-10-12,2025-10-10,seed,
674,6,337,0.98,GBP,2025-10-10,,seed,673
675,6,338,0.52,GBP,2025-05-09,2025-09-27,seed,
676,6,338,0.56,GBP,2025-09-27,,seed,675
677,6,339,0.87,GBP,2024-12-26,2025-09-05,seed,
678,6,339,0.91,GBP,2025-09-05,,seed,677
679,6,340,0.80,GBP,2025-12-06,2026-05-13,seed,
680,6,340,0.90,GBP,2026-05-13,,seed,679
681,6,341,1.60,GBP,2025-05-19,2026-02-22,seed,
682,6,341,1.70,GBP,2026-02-22,,seed,681
683,6,342,4.47,GBP,2025-03-26,2026-03-14,seed,
684,6,342,4.91,GBP,2026-03-14,,seed,683
685,6,343,1.08,GBP,2025-11-07,2026-04-09,seed,
686,6,343,1.21,GBP,2026-04-09,,seed,685
687,6,344,0.72,GBP,2025-10-01,2026-03-27,seed,
688,6,344,0.77,GBP,2026-03-27,,seed,687
689,6,345,0.82,GBP,2025-04-01,2025-10-03,seed,
690,6,345,0.93,GBP,2025-10-03,,seed,689
691,6,346,1.88,GBP,2025-09-14,2026-04-22,seed,
692,6,346,1.98,GBP,2026-04-22,,seed,691
693,6,347,1.55,GBP,2024-12-28,2025-10-04,seed,
694,6,347,1.75,GBP,2025-10-04,,seed,693
695,6,348,0.73,GBP,2025-07-18,2026-05-09,seed,
696,6,348,0.82,GBP,2026-05-09,,seed,695
697,6,349,0.75,GBP,2025-01-01,2025-11-11,seed,
698,6,349,0.85,GBP,2025-11-11,,seed,697
699,6,350,1.86,GBP,2025-08-13,2026-03-12,seed,
700,6,350,2.10,GBP,2026-03-12,,seed,699
701,6,351,4.17,GBP,2025-03-16,2025-11-02,seed,
702,6,351,4.73,GBP,2025-11-02,,seed,701
703,6,352,0.28,GBP,2025-03-23,2026-03-12,seed,
704,6,352,0.29,GBP,2026-03-12,,seed,703
705,6,353,1.13,GBP,2025-07-02,2025-11-12,seed,
706,6,353,1.19,GBP,2025-11-12,,seed,705
707,6,354,1.12,GBP,2024-11-18,2025-10-30,seed,
708,6,354,1.21,GBP,2025-10-30,,seed,707
709,6,355,1.08,GBP,2024-11-22,2025-10-26,seed,
710,6,355,1.20,GBP,2025-10-26,,seed,709
711,6,356,1.04,GBP,2025-11-23,2026-04-02,seed,
712,6,356,1.18,GBP,2026-04-02,,seed,711
713,6,357,0.27,GBP,2025-03-25,2026-03-10,seed,
714,6,357,0.30,GBP,2026-03-10,,seed,713
715,6,358,1.63,GBP,2024-10-19,2025-10-01,seed,
716,6,358,1.70,GBP,2025-10-01,,seed,715
717,6,359,0.28,GBP,2025-10-30,2026-03-19,seed,
718,6,359,0.30,GBP,2026-03-19,,seed,717
719,6,360,3.86,GBP,2025-05-21,2025-11-22,seed,
720,6,360,4.35,GBP,2025-11-22,,seed,719
721,6,361,1.00,GBP,2025-11-03,2026-05-04,seed,
722,6,361,1.07,GBP,2026-05-04,,seed,721
723,6,362,1.00,GBP,2025-04-17,2026-04-07,seed,
724,6,362,1.10,GBP,2026-04-07,,seed,723
725,6,363,1.44,GBP,2025-11-22,2026-04-20,seed,
726,6,363,1.50,GBP,2026-04-20,,seed,725
727,6,364,0.79,GBP,2025-04-14,2026-05-13,seed,
728,6,364,0.86,GBP,2026-05-13,,seed,727
729,6,365,1.21,GBP,2025-11-13,2026-04-27,seed,
730,6,365,1.35,GBP,2026-04-27,,seed,729
731,6,366,0.93,GBP,2025-03-15,2025-10-24,seed,
732,6,366,0.98,GBP,2025-10-24,,seed,731
733,7,367,2.01,GBP,2025-11-13,2026-04-17,seed,
734,7,367,2.16,GBP,2026-04-17,,seed,733
735,7,368,1.64,GBP,2025-02-01,2025-09-10,seed,
736,7,368,1.70,GBP,2025-09-10,,seed,735
737,7,369,0.33,GBP,2025-05-27,2025-12-10,seed,
738,7,369,0.36,GBP,2025-12-10,,seed,737
739,7,370,1.26,GBP,2025-07-13,2026-04-23,seed,
740,7,370,1.42,GBP,2026-04-23,,seed,739
741,7,371,1.25,GBP,2025-06-09,2026-04-26,seed,
742,7,371,1.36,GBP,2026-04-26,,seed,741
743,7,372,1.38,GBP,2025-03-17,2025-12-06,seed,
744,7,372,1.43,GBP,2025-12-06,,seed,743
745,7,373,2.41,GBP,2025-06-22,2026-04-19,seed,
746,7,373,2.50,GBP,2026-04-19,,seed,745
747,7,374,1.53,GBP,2025-07-02,2026-03-01,seed,
748,7,374,1.64,GBP,2026-03-01,,seed,747
749,7,375,1.28,GBP,2025-11-30,2026-04-25,seed,
750,7,375,1.42,GBP,2026-04-25,,seed,749
751,7,376,1.86,GBP,2025-11-04,2026-04-14,seed,
752,7,376,2.10,GBP,2026-04-14,,seed,751
753,7,377,1.00,GBP,2025-03-07,2025-10-12,seed,
754,7,377,1.10,GBP,2025-10-12,,seed,753
755,7,378,2.06,GBP,2024-12-07,2025-09-26,seed,
756,7,378,2.15,GBP,2025-09-26,,seed,755
757,7,379,1.88,GBP,2025-02-24,2026-02-19,seed,
758,7,379,1.99,GBP,2026-02-19,,seed,757
759,7,380,0.63,GBP,2024-11-06,2025-09-25,seed,
760,7,380,0.67,GBP,2025-09-25,,seed,759
761,7,381,1.27,GBP,2025-05-05,2025-11-30,seed,
762,7,381,1.34,GBP,2025-11-30,,seed,761
763,7,382,1.31,GBP,2025-12-10,2026-05-09,seed,
764,7,382,1.46,GBP,2026-05-09,,seed,763
765,7,383,1.46,GBP,2025-07-13,2025-11-29,seed,
766,7,383,1.64,GBP,2025-11-29,,seed,765
767,7,384,1.99,GBP,2025-07-20,2025-12-01,seed,
768,7,384,2.18,GBP,2025-12-01,,seed,767
769,7,385,0.67,GBP,2025-07-07,2025-11-24,seed,
770,7,385,0.70,GBP,2025-11-24,,seed,769
771,7,386,1.33,GBP,2025-08-09,2026-04-01,seed,
772,7,386,1.38,GBP,2026-04-01,,seed,771
773,7,387,2.16,GBP,2025-08-01,2026-05-17,seed,
774,7,387,2.41,GBP,2026-05-17,,seed,773
775,7,388,5.24,GBP,2025-07-28,2026-03-19,seed,
776,7,388,5.84,GBP,2026-03-19,,seed,775
777,7,389,3.57,GBP,2025-05-31,2025-11-18,seed,
778,7,389,3.68,GBP,2025-11-18,,seed,777
779,7,390,1.37,GBP,2024-11-15,2025-12-17,seed,
780,7,390,1.45,GBP,2025-12-17,,seed,779
781,7,391,0.60,GBP,2025-02-10,2025-11-19,seed,
782,7,391,0.62,GBP,2025-11-19,,seed,781
783,7,392,0.32,GBP,2025-03-26,2025-11-19,seed,
784,7,392,0.36,GBP,2025-11-19,,seed,783
785,8,393,1.19,GBP,2025-05-04,2026-04-09,seed,
786,8,393,1.26,GBP,2026-04-09,,seed,785
787,8,394,1.15,GBP,2025-03-08,2026-02-26,seed,
788,8,394,1.21,GBP,2026-02-26,,seed,787
789,8,395,0.79,GBP,2025-07-21,2026-04-22,seed,
790,8,395,0.89,GBP,2026-04-22,,seed,789
791,8,396,1.30,GBP,2025-10-09,2026-05-15,seed,
792,8,396,1.45,GBP,2026-05-15,,seed,791
793,8,397,0.79,GBP,2025-07-09,2026-04-24,seed,
794,8,397,0.89,GBP,2026-04-24,,seed,793
795,8,398,0.61,GBP,2025-03-05,2026-04-06,seed,
796,8,398,0.63,GBP,2026-04-06,,seed,795
797,8,399,1.05,GBP,2025-02-01,2026-02-04,seed,
798,8,399,1.14,GBP,2026-02-04,,seed,797
799,8,400,2.26,GBP,2024-08-23,2025-09-17,seed,
800,8,400,2.39,GBP,2025-09-17,,seed,799
801,8,401,1.06,GBP,2025-07-23,2026-04-09,seed,
802,8,401,1.10,GBP,2026-04-09,,seed,801
803,8,402,2.59,GBP,2025-05-05,2025-09-17,seed,
804,8,402,2.77,GBP,2025-09-17,,seed,803
805,8,403,1.24,GBP,2025-06-11,2026-03-13,seed,
806,8,403,1.31,GBP,2026-03-13,,seed,805
807,8,404,0.92,GBP,2025-11-27,2026-05-21,seed,
808,8,404,0.98,GBP,2026-05-21,,seed,807
809,8,405,1.54,GBP,2025-04-22,2026-04-20,seed,
810,8,405,1.68,GBP,2026-04-20,,seed,809
811,8,406,1.61,GBP,2025-03-12,2025-11-20,seed,
812,8,406,1.75,GBP,2025-11-20,,seed,811
813,8,407,1.66,GBP,2025-04-15,2025-12-06,seed,
814,8,407,1.75,GBP,2025-12-06,,seed,813
815,8,408,2.94,GBP,2025-05-25,2025-10-26,seed,
816,8,408,3.28,GBP,2025-10-26,,seed,815
817,8,409,1.79,GBP,2024-12-31,2025-11-05,seed,
818,8,409,1.91,GBP,2025-11-05,,seed,817
819,8,410,1.15,GBP,2025-08-04,2026-05-11,seed,
820,8,410,1.26,GBP,2026-05-11,,seed,819
821,8,411,0.76,GBP,2025-05-25,2026-04-24,seed,
822,8,411,0.84,GBP,2026-04-24,,seed,821
823,8,412,0.80,GBP,2025-08-16,2026-05-06,seed,
824,8,412,0.87,GBP,2026-05-06,,seed,823
825,8,413,1.75,GBP,2025-05-29,2025-11-23,seed,
826,8,413,1.99,GBP,2025-11-23,,seed,825
827,8,414,0.26,GBP,2024-10-30,2025-10-21,seed,
828,8,414,0.28,GBP,2025-10-21,,seed,827
829,8,415,0.85,GBP,2025-11-23,2026-04-27,seed,
830,8,415,0.90,GBP,2026-04-27,,seed,829
831,8,416,1.05,GBP,2025-07-18,2025-11-25,seed,
832,8,416,1.13,GBP,2025-11-25,,seed,831
833,8,417,2.40,GBP,2025-07-02,2026-02-14,seed,
834,8,417,2.63,GBP,2026-02-14,,seed,833
835,8,418,2.77,GBP,2025-09-16,2026-05-03,seed,
836,8,418,2.99,GBP,2026-05-03,,seed,835
837,8,419,0.60,GBP,2025-05-15,2025-10-20,seed,
838,8,419,0.63,GBP,2025-10-20,,seed,837
839,8,420,0.86,GBP,2025-04-24,2025-11-28,seed,
840,8,420,0.91,GBP,2025-11-28,,seed,839
841,8,421,0.28,GBP,2025-04-21,2026-04-21,seed,
842,8,421,0.31,GBP,2026-04-21,,seed,841
843,8,422,4.28,GBP,2025-12-02,2026-05-19,seed,
844,8,422,4.78,GBP,2026-05-19,,seed,843
845,8,423,1.15,GBP,2025-06-06,2025-11-22,seed,
846,8,423,1.29,GBP,2025-11-22,,seed,845
847,8,424,1.71,GBP,2025-10-04,2026-04-29,seed,
848,8,424,1.88,GBP,2026-04-29,,seed,847
849,8,425,1.11,GBP,2024-09-13,2025-09-06,seed,
850,8,425,1.18,GBP,2025-09-06,,seed,849
851,8,426,0.30,GBP,2024-11-18,2025-11-16,seed,
852,8,426,0.33,GBP,2025-11-16,,seed,851
853,8,427,0.80,GBP,2025-10-20,2026-05-10,seed,
854,8,427,0.91,GBP,2026-05-10,,seed,853
855,8,428,2.21,GBP,2025-11-01,2026-05-06,seed,
856,8,428,2.38,GBP,2026-05-06,,seed,855
857,8,429,1.68,GBP,2024-11-15,2025-10-26,seed,
858,8,429,1.87,GBP,2025-10-26,,seed,857
859,8,430,2.10,GBP,2025-06-08,2026-02-04,seed,
860,8,430,2.19,GBP,2026-02-04,,seed,859
861,8,431,0.62,GBP,2025-10-14,2026-02-23,seed,
862,8,431,0.66,GBP,2026-02-23,,seed,861
863,8,432,1.78,GBP,2025-08-21,2026-03-24,seed,
864,8,432,1.90,GBP,2026-03-24,,seed,863
865,8,433,1.73,GBP,2025-10-12,2026-05-03,seed,
866,8,433,1.82,GBP,2026-05-03,,seed,865
867,8,434,1.48,GBP,2025-01-10,2026-02-02,seed,
868,8,434,1.60,GBP,2026-02-02,,seed,867
869,8,435,2.87,GBP,2025-07-23,2026-05-18,seed,
870,8,435,3.26,GBP,2026-05-18,,seed,869
871,8,436,0.56,GBP,2025-03-14,2025-09-26,seed,
872,8,436,0.61,GBP,2025-09-26,,seed,871
873,8,437,0.92,GBP,2025-12-07,2026-04-07,seed,
874,8,437,0.99,GBP,2026-04-07,,seed,873
875,8,438,1.17,GBP,2025-04-05,2025-11-15,seed,
876,8,438,1.31,GBP,2025-11-15,,seed,875
877,8,439,1.82,GBP,2024-08-07,2025-09-07,seed,
878,8,439,1.93,GBP,2025-09-07,,seed,877
879,8,440,2.27,GBP,2025-03-21,2025-11-14,seed,
880,8,440,2.40,GBP,2025-11-14,,seed,879
881,8,441,1.20,GBP,2025-02-12,2026-02-04,seed,
882,8,441,1.30,GBP,2026-02-04,,seed,881
883,8,442,1.14,GBP,2025-01-03,2025-10-17,seed,
884,8,442,1.19,GBP,2025-10-17,,seed,883
885,8,443,0.61,GBP,2025-03-03,2026-03-21,seed,
886,8,443,0.68,GBP,2026-03-21,,seed,885
887,8,444,1.77,GBP,2025-10-14,2026-05-08,seed,
888,8,444,1.93,GBP,2026-05-08,,seed,887
889,9,445,1.56,GBP,2025-01-29,2025-12-16,seed,
890,9,445,1.63,GBP,2025-12-16,,seed,889
891,9,446,1.81,GBP,2025-07-23,2025-12-03,seed,
892,9,446,1.99,GBP,2025-12-03,,seed,891
893,9,447,3.20,GBP,2025-07-17,2026-03-17,seed,
894,9,447,3.55,GBP,2026-03-17,,seed,893
895,9,448,1.26,GBP,2025-03-10,2026-04-08,seed,
896,9,448,1.33,GBP,2026-04-08,,seed,895
897,9,449,1.45,GBP,2025-07-02,2026-05-04,seed,
898,9,449,1.57,GBP,2026-05-04,,seed,897
899,9,450,0.64,GBP,2025-01-08,2025-10-10,seed,
900,9,450,0.67,GBP,2025-10-10,,seed,899
901,9,451,1.18,GBP,2025-11-23,2026-04-23,seed,
902,9,451,1.27,GBP,2026-04-23,,seed,901
903,9,452,0.59,GBP,2025-01-14,2025-10-02,seed,
904,9,452,0.63,GBP,2025-10-02,,seed,903
905,9,453,0.31,GBP,2025-02-10,2026-02-13,seed,
906,9,453,0.33,GBP,2026-02-13,,seed,905
907,9,454,0.91,GBP,2025-05-12,2025-12-15,seed,
908,9,454,0.95,GBP,2025-12-15,,seed,907
909,9,455,1.81,GBP,2025-04-06,2025-09-21,seed,
910,9,455,1.94,GBP,2025-09-21,,seed,909
911,9,456,1.15,GBP,2025-07-27,2026-04-03,seed,
912,9,456,1.30,GBP,2026-04-03,,seed,911
913,9,457,1.16,GBP,2025-10-04,2026-03-27,seed,
914,9,457,1.29,GBP,2026-03-27,,seed,913
915,9,458,1.21,GBP,2025-05-14,2026-04-26,seed,
916,9,458,1.25,GBP,2026-04-26,,seed,915
917,9,459,1.00,GBP,2025-10-24,2026-03-04,seed,
918,9,459,1.05,GBP,2026-03-04,,seed,917
919,9,460,1.43,GBP,2025-02-20,2026-02-10,seed,
920,9,460,1.62,GBP,2026-02-10,,seed,919
921,9,461,2.56,GBP,2025-05-07,2026-04-05,seed,
922,9,461,2.85,GBP,2026-04-05,,seed,921
923,9,462,0.29,GBP,2025-08-10,2026-02-11,seed,
924,9,462,0.33,GBP,2026-02-11,,seed,923
925,9,463,3.36,GBP,2025-06-26,2026-05-01,seed,
926,9,463,3.61,GBP,2026-05-01,,seed,925
927,9,464,1.34,GBP,2025-03-08,2026-03-14,seed,
928,9,464,1.39,GBP,2026-03-14,,seed,927
929,9,465,1.76,GBP,2025-01-29,2025-11-11,seed,
930,9,465,1.87,GBP,2025-11-11,,seed,929
931,9,466,2.46,GBP,2025-08-13,2026-04-11,seed,
932,9,466,2.66,GBP,2026-04-11,,seed,931
933,9,467,2.52,GBP,2025-04-20,2026-02-22,seed,
934,9,467,2.63,GBP,2026-02-22,,seed,933
935,9,468,0.55,GBP,2025-12-21,2026-05-10,seed,
936,9,468,0.60,GBP,2026-05-10,,seed,935
937,9,469,0.89,GBP,2025-02-28,2025-10-30,seed,
938,9,469,0.95,GBP,2025-10-30,,seed,937
939,9,470,0.60,GBP,2025-04-19,2026-02-23,seed,
940,9,470,0.67,GBP,2026-02-23,,seed,939
941,10,471,1.09,GBP,2025-02-19,2025-09-09,seed,
942,10,471,1.14,GBP,2025-09-09,,seed,941
943,10,472,3.14,GBP,2025-04-19,2026-02-17,seed,
944,10,472,3.40,GBP,2026-02-17,,seed,943
