sale_line_id,sale_id,store_id,business_date,product_id,promotion_id,quantity,unit_price,unit_cost,discount_amount,line_total
20339,5865,1,2026-03-01,23,,3,50.00,33.03,0.00,150.00
20340,5865,1,2026-03-01,11,,1,59.00,39.25,0.00,59.00
20341,5865,1,2026-03-01,499,,1,259.00,150.82,0.00,259.00
20342,5866,1,2026-03-01,48,,1,370.00,322.58,0.00,370.00
20343,5866,1,2026-03-01,8,,1,80.00,56.16,0.00,80.00
20344,5866,1,2026-03-01,6,,1,30.00,20.10,0.00,30.00
20345,5866,1,2026-03-01,319,,1,70.00,49.30,0.00,70.00
20346,5866,1,2026-03-01,125,,1,575.00,470.42,0.00,575.00
20347,5867,1,2026-03-01,35,,1,590.00,499.21,0.00,590.00
20348,5867,1,2026-03-01,2,,2,25.00,16.87,0.00,50.00
20349,5867,1,2026-03-01,256,,2,230.00,162.95,0.00,460.00
20350,5867,1,2026-03-01,301,,1,260.00,174.30,0.00,260.00
20351,5867,1,2026-03-01,408,,1,200.00,139.42,0.00,200.00
20352,5867,1,2026-03-01,69,,2,80.00,64.15,0.00,160.00
20353,5868,1,2026-03-01,105,,3,245.00,204.92,0.00,735.00
20354,5868,1,2026-03-01,26,,2,40.00,26.51,0.00,80.00
20355,5868,1,2026-03-01,143,,2,100.00,63.44,0.00,200.00
20356,5869,1,2026-03-01,330,,1,120.00,84.58,0.00,120.00
20357,5869,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20358,5869,1,2026-03-01,41,,1,300.00,263.86,0.00,300.00
20359,5869,1,2026-03-01,349,,2,159.00,103.32,0.00,318.00
20360,5869,1,2026-03-01,207,,1,70.00,50.74,0.00,70.00
20361,5869,1,2026-03-01,199,,1,55.00,35.36,0.00,55.00
20362,5869,1,2026-03-01,199,,3,55.00,35.36,0.00,165.00
20363,5869,1,2026-03-01,495,,1,120.00,67.77,0.00,120.00
20364,5870,1,2026-03-01,56,,1,240.00,203.77,0.00,240.00
20365,5871,1,2026-03-01,568,,1,90.00,48.74,0.00,90.00
20366,5871,1,2026-03-01,542,,1,180.00,124.21,0.00,180.00
20367,5871,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20368,5871,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20369,5871,1,2026-03-01,367,,2,269.00,161.16,0.00,538.00
20370,5871,1,2026-03-01,8,,1,80.00,56.16,0.00,80.00
20371,5871,1,2026-03-01,488,,2,170.00,106.80,0.00,340.00
20372,5871,1,2026-03-01,160,,1,99.00,64.76,0.00,99.00
20373,5872,1,2026-03-01,38,,1,175.00,153.82,0.00,175.00
20374,5873,1,2026-03-01,117,,1,445.00,357.49,0.00,445.00
20375,5873,1,2026-03-01,38,,1,175.00,153.82,0.00,175.00
20376,5874,1,2026-03-01,19,,3,40.00,26.20,0.00,120.00
20377,5874,1,2026-03-01,53,,1,195.00,165.75,0.00,195.00
20378,5874,1,2026-03-01,53,,1,195.00,165.75,0.00,195.00
20379,5874,1,2026-03-01,384,,1,85.00,55.69,0.00,85.00
20380,5874,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20381,5875,1,2026-03-01,260,,1,115.00,79.02,0.00,115.00
20382,5875,1,2026-03-01,323,,1,90.00,59.53,0.00,90.00
20383,5876,1,2026-03-01,467,,1,80.00,52.92,0.00,80.00
20384,5877,1,2026-03-01,179,,1,40.00,24.56,0.00,40.00
20385,5877,1,2026-03-01,213,,1,70.00,50.60,0.00,70.00
20386,5878,1,2026-03-01,44,,1,250.00,218.99,0.00,250.00
20387,5878,1,2026-03-01,303,,1,420.00,267.60,0.00,420.00
20388,5878,1,2026-03-01,9,,2,60.00,43.31,0.00,120.00
20389,5878,1,2026-03-01,415,,1,285.00,187.95,0.00,285.00
20390,5878,1,2026-03-01,187,,2,75.00,44.11,0.00,150.00
20391,5878,1,2026-03-01,217,,1,60.00,38.97,0.00,60.00
20392,5878,1,2026-03-01,100,,1,70.00,56.48,0.00,70.00
20393,5878,1,2026-03-01,174,,1,99.00,58.83,0.00,99.00
20394,5879,1,2026-03-01,74,,1,60.00,45.58,0.00,60.00
20395,5879,1,2026-03-01,96,,1,90.00,70.16,0.00,90.00
20396,5880,1,2026-03-01,558,,1,610.00,402.06,0.00,610.00
20397,5880,1,2026-03-01,217,,1,60.00,38.97,0.00,60.00
20398,5880,1,2026-03-01,148,,2,65.00,46.05,0.00,130.00
20399,5880,1,2026-03-01,324,,2,39.00,26.36,0.00,78.00
20400,5880,1,2026-03-01,7,,1,15.00,10.98,0.00,15.00
20401,5881,1,2026-03-01,77,,1,29.00,23.49,0.00,29.00
20402,5882,1,2026-03-01,428,,1,99.00,68.35,0.00,99.00
20403,5882,1,2026-03-01,127,,2,605.00,494.47,0.00,1210.00
20404,5883,1,2026-03-01,2,,3,25.00,16.87,0.00,75.00
20405,5884,1,2026-03-01,237,,1,79.00,56.40,0.00,79.00
20406,5884,1,2026-03-01,425,,1,119.00,78.64,0.00,119.00
20407,5885,1,2026-03-01,206,,1,110.00,73.38,0.00,110.00
20408,5885,1,2026-03-01,216,,2,60.00,42.01,0.00,120.00
20409,5885,1,2026-03-01,338,,2,220.00,138.34,0.00,440.00
20410,5885,1,2026-03-01,127,,2,605.00,494.47,0.00,1210.00
20411,5886,1,2026-03-01,254,,1,65.00,47.54,0.00,65.00
20412,5886,1,2026-03-01,149,,1,40.00,27.44,0.00,40.00
20413,5886,1,2026-03-01,247,,1,85.00,59.94,0.00,85.00
20414,5887,1,2026-03-01,548,,2,379.00,272.77,0.00,758.00
20415,5887,1,2026-03-01,161,,1,50.00,34.14,0.00,50.00
20416,5888,1,2026-03-01,297,,2,155.00,90.99,0.00,310.00
20417,5889,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20418,5889,1,2026-03-01,487,,1,89.00,46.26,0.00,89.00
20419,5889,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20420,5889,1,2026-03-01,25,,1,59.00,39.35,0.00,59.00
20421,5890,1,2026-03-01,97,,2,39.00,31.25,0.00,78.00
20422,5890,1,2026-03-01,260,,1,115.00,79.02,0.00,115.00
20423,5891,1,2026-03-01,324,,1,39.00,26.36,0.00,39.00
20424,5892,1,2026-03-01,283,,1,390.00,252.81,0.00,390.00
20425,5892,1,2026-03-01,88,,2,60.00,48.28,0.00,120.00
20426,5892,1,2026-03-01,21,,2,55.00,37.58,0.00,110.00
20427,5892,1,2026-03-01,383,,1,155.00,103.84,0.00,155.00
20428,5892,1,2026-03-01,336,,2,170.00,114.09,0.00,340.00
20429,5892,1,2026-03-01,251,,1,180.00,121.83,0.00,180.00
20430,5893,1,2026-03-01,352,,1,215.00,131.89,0.00,215.00
20431,5893,1,2026-03-01,196,,1,75.00,50.02,0.00,75.00
20432,5893,1,2026-03-01,87,,1,60.00,48.51,0.00,60.00
20433,5893,1,2026-03-01,203,,2,49.00,30.56,0.00,98.00
20434,5894,1,2026-03-01,36,,3,220.00,187.93,0.00,660.00
20435,5894,1,2026-03-01,442,,2,60.00,42.26,0.00,120.00
20436,5894,1,2026-03-01,580,,1,200.00,111.44,0.00,200.00
20437,5894,1,2026-03-01,53,,1,195.00,165.75,0.00,195.00
20438,5895,1,2026-03-01,173,,2,55.00,36.81,0.00,110.00
20439,5895,1,2026-03-01,409,,1,165.00,109.26,0.00,165.00
20440,5895,1,2026-03-01,57,,1,119.00,102.77,0.00,119.00
20441,5895,1,2026-03-01,47,,1,240.00,210.96,0.00,240.00
20442,5895,1,2026-03-01,11,,1,59.00,39.25,0.00,59.00
20443,5895,1,2026-03-01,237,,1,79.00,56.40,0.00,79.00
20444,5896,1,2026-03-01,223,,1,70.00,45.71,0.00,70.00
20445,5896,1,2026-03-01,305,,1,59.00,37.54,0.00,59.00
20446,5896,1,2026-03-01,31,,1,40.00,28.82,0.00,40.00
20447,5896,1,2026-03-01,105,,3,245.00,204.92,0.00,735.00
20448,5897,1,2026-03-01,365,,1,610.00,390.49,0.00,610.00
20449,5897,1,2026-03-01,431,,2,120.00,81.59,0.00,240.00
20450,5897,1,2026-03-01,179,,3,40.00,24.56,0.00,120.00
20451,5897,1,2026-03-01,123,,1,970.00,786.06,0.00,970.00
20452,5897,1,2026-03-01,360,,2,110.00,71.03,0.00,220.00
20453,5897,1,2026-03-01,42,,1,249.00,217.80,0.00,249.00
20454,5898,1,2026-03-01,412,,1,210.00,133.58,0.00,210.00
20455,5898,1,2026-03-01,251,,1,180.00,121.83,0.00,180.00
20456,5899,1,2026-03-01,360,,2,110.00,71.03,0.00,220.00
20457,5899,1,2026-03-01,305,,3,59.00,37.54,0.00,177.00
20458,5899,1,2026-03-01,6,,1,30.00,20.10,0.00,30.00
20459,5900,1,2026-03-01,295,,2,185.00,117.02,0.00,370.00
20460,5900,1,2026-03-01,216,,1,60.00,42.01,0.00,60.00
20461,5900,1,2026-03-01,491,,1,179.00,105.63,0.00,179.00
20462,5901,1,2026-03-01,597,,1,285.00,143.80,0.00,285.00
20463,5901,1,2026-03-01,45,,1,235.00,199.48,0.00,235.00
20464,5902,1,2026-03-01,362,,1,140.00,81.28,0.00,140.00
20465,5903,1,2026-03-01,45,,1,235.00,199.48,0.00,235.00
20466,5904,1,2026-03-01,369,,1,469.00,291.77,0.00,469.00
20467,5904,1,2026-03-01,343,,1,320.00,177.42,0.00,320.00
20468,5904,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20469,5905,1,2026-03-01,66,,1,235.00,197.59,0.00,235.00
20470,5905,1,2026-03-01,383,,1,155.00,103.84,0.00,155.00
20471,5905,1,2026-03-01,321,,1,65.00,41.50,0.00,65.00
20472,5906,1,2026-03-01,2,,2,25.00,16.87,0.00,50.00
20473,5906,1,2026-03-01,223,,1,70.00,45.71,0.00,70.00
20474,5906,1,2026-03-01,410,,2,135.00,90.96,0.00,270.00
20475,5906,1,2026-03-01,369,,1,469.00,291.77,0.00,469.00
20476,5907,1,2026-03-01,39,,1,185.00,156.51,0.00,185.00
20477,5907,1,2026-03-01,56,,1,240.00,203.77,0.00,240.00
20478,5907,1,2026-03-01,229,,1,40.00,28.29,0.00,40.00
20479,5908,1,2026-03-01,34,,1,35.00,26.03,0.00,35.00
20480,5908,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20481,5908,1,2026-03-01,431,,1,120.00,81.59,0.00,120.00
20482,5908,1,2026-03-01,53,,2,195.00,165.75,0.00,390.00
20483,5908,1,2026-03-01,54,,1,200.00,174.45,0.00,200.00
20484,5908,1,2026-03-01,357,,1,255.00,142.09,0.00,255.00
20485,5908,1,2026-03-01,62,,1,190.00,167.13,0.00,190.00
20486,5908,1,2026-03-01,182,,1,80.00,52.92,0.00,80.00
20487,5909,1,2026-03-01,273,,1,150.00,97.54,0.00,150.00
20488,5909,1,2026-03-01,200,,2,69.00,42.98,0.00,138.00
20489,5909,1,2026-03-01,500,,1,199.00,119.26,0.00,199.00
20490,5910,1,2026-03-01,460,,1,85.00,60.71,0.00,85.00
20491,5910,1,2026-03-01,323,,1,90.00,59.53,0.00,90.00
20492,5910,1,2026-03-01,393,,1,59.00,40.12,0.00,59.00
20493,5910,1,2026-03-01,308,,1,60.00,41.56,0.00,60.00
20494,5910,1,2026-03-01,155,,1,70.00,48.72,0.00,70.00
20495,5911,1,2026-03-01,130,,3,539.00,446.83,0.00,1617.00
20496,5911,1,2026-03-01,337,,1,170.00,103.09,0.00,170.00
20497,5912,1,2026-03-01,19,,1,40.00,26.20,0.00,40.00
20498,5912,1,2026-03-01,233,,1,89.00,56.93,0.00,89.00
20499,5912,1,2026-03-01,599,,2,50.00,26.67,0.00,100.00
20500,5912,1,2026-03-01,17,,1,29.00,19.25,0.00,29.00
20501,5913,1,2026-03-01,461,,2,115.00,80.02,0.00,230.00
20502,5913,1,2026-03-01,56,,1,240.00,203.77,0.00,240.00
20503,5913,1,2026-03-01,350,,1,250.00,135.08,0.00,250.00
20504,5914,1,2026-03-01,213,,1,70.00,50.60,0.00,70.00
20505,5914,1,2026-03-01,15,,2,30.00,19.97,0.00,60.00
20506,5914,1,2026-03-01,53,,1,195.00,165.75,0.00,195.00
20507,5914,1,2026-03-01,536,,1,250.00,169.05,0.00,250.00
20508,5914,1,2026-03-01,237,,1,79.00,56.40,0.00,79.00
20509,5914,1,2026-03-01,8,,1,80.00,56.16,0.00,80.00
20510,5914,1,2026-03-01,186,,2,39.00,27.00,0.00,78.00
20511,5914,1,2026-03-01,298,,2,319.00,197.76,0.00,638.00
20512,5915,1,2026-03-01,324,,1,39.00,26.36,0.00,39.00
20513,5915,1,2026-03-01,516,,1,109.00,54.93,0.00,109.00
20514,5915,1,2026-03-01,188,,1,30.00,20.57,0.00,30.00
20515,5916,1,2026-03-01,217,,2,60.00,38.97,0.00,120.00
20516,5916,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20517,5916,1,2026-03-01,321,,1,65.00,41.50,0.00,65.00
20518,5916,1,2026-03-01,393,,1,59.00,40.12,0.00,59.00
20519,5916,1,2026-03-01,230,,2,49.00,34.20,0.00,98.00
20520,5916,1,2026-03-01,494,,1,155.00,96.52,0.00,155.00
20521,5916,1,2026-03-01,122,,1,280.00,222.45,0.00,280.00
20522,5916,1,2026-03-01,38,,1,175.00,153.82,0.00,175.00
20523,5917,1,2026-03-01,257,,2,70.00,51.08,0.00,140.00
20524,5917,1,2026-03-01,236,,1,40.00,26.15,0.00,40.00
20525,5917,1,2026-03-01,373,,1,210.00,144.28,0.00,210.00
20526,5917,1,2026-03-01,231,,1,60.00,40.71,0.00,60.00
20527,5917,1,2026-03-01,377,,1,150.00,97.49,0.00,150.00
20528,5917,1,2026-03-01,260,,3,115.00,79.02,0.00,345.00
20529,5918,1,2026-03-01,59,,1,269.00,231.01,0.00,269.00
20530,5918,1,2026-03-01,95,,1,50.00,37.39,0.00,50.00
20531,5918,1,2026-03-01,264,,1,135.00,99.20,0.00,135.00
20532,5918,1,2026-03-01,495,,1,120.00,67.77,0.00,120.00
20533,5918,1,2026-03-01,467,,1,80.00,52.92,0.00,80.00
20534,5919,1,2026-03-01,2,,3,25.00,16.87,0.00,75.00
20535,5920,1,2026-03-01,181,,3,129.00,79.52,0.00,387.00
20536,5920,1,2026-03-01,226,,1,59.00,40.86,0.00,59.00
20537,5920,1,2026-03-01,223,,1,70.00,45.71,0.00,70.00
20538,5920,1,2026-03-01,246,,1,130.00,94.45,0.00,130.00
20539,5920,1,2026-03-01,191,,1,30.00,19.73,0.00,30.00
20540,5920,1,2026-03-01,114,,1,235.00,196.91,0.00,235.00
20541,5920,1,2026-03-01,412,,1,210.00,133.58,0.00,210.00
20542,5920,1,2026-03-01,104,,1,450.00,358.62,0.00,450.00
20543,5921,1,2026-03-01,30,,1,45.00,29.52,0.00,45.00
20544,5921,1,2026-03-01,288,,2,265.00,161.09,0.00,530.00
20545,5921,1,2026-03-01,197,,2,79.00,46.40,0.00,158.00
20546,5921,1,2026-03-01,185,,2,65.00,41.78,0.00,130.00
20547,5921,1,2026-03-01,16,,1,69.00,50.86,0.00,69.00
20548,5921,1,2026-03-01,58,,1,190.00,162.92,0.00,190.00
20549,5922,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20550,5922,1,2026-03-01,126,,2,100.00,84.68,0.00,200.00
20551,5923,1,2026-03-01,75,,1,50.00,39.67,0.00,50.00
20552,5923,1,2026-03-01,431,,1,120.00,81.59,0.00,120.00
20553,5923,1,2026-03-01,555,,1,310.00,215.74,0.00,310.00
20554,5923,1,2026-03-01,363,,1,165.00,108.42,0.00,165.00
20555,5924,1,2026-03-01,237,,1,79.00,56.40,0.00,79.00
20556,5925,1,2026-03-01,236,,3,40.00,26.15,0.00,120.00
20557,5925,1,2026-03-01,367,,1,269.00,161.16,0.00,269.00
20558,5925,1,2026-03-01,220,,1,25.00,17.00,0.00,25.00
20559,5926,1,2026-03-01,598,,1,315.00,159.07,0.00,315.00
20560,5926,1,2026-03-01,432,,1,220.00,152.74,0.00,220.00
20561,5926,1,2026-03-01,485,,1,100.00,52.14,0.00,100.00
20562,5926,1,2026-03-01,56,,1,240.00,203.77,0.00,240.00
20563,5926,1,2026-03-01,489,,1,119.00,75.24,0.00,119.00
20564,5927,1,2026-03-01,44,,2,250.00,218.99,0.00,500.00
20565,5928,1,2026-03-01,461,,1,115.00,80.02,0.00,115.00
20566,5928,1,2026-03-01,371,,1,199.00,128.28,0.00,199.00
20567,5928,1,2026-03-01,80,,2,69.00,54.48,0.00,138.00
20568,5928,1,2026-03-01,57,,1,119.00,102.77,0.00,119.00
20569,5928,1,2026-03-01,369,,2,469.00,291.77,0.00,938.00
20570,5928,1,2026-03-01,53,,1,195.00,165.75,0.00,195.00
20571,5928,1,2026-03-01,326,,1,29.00,19.43,0.00,29.00
20572,5928,1,2026-03-01,442,,1,60.00,42.26,0.00,60.00
20573,5929,1,2026-03-01,198,,2,70.00,42.98,0.00,140.00
20574,5929,1,2026-03-01,55,,1,279.00,237.81,0.00,279.00
20575,5929,1,2026-03-01,52,,1,210.00,177.52,0.00,210.00
20576,5929,1,2026-03-01,464,,1,199.00,144.68,0.00,199.00
20577,5930,1,2026-03-01,216,,1,60.00,42.01,0.00,60.00
20578,5930,1,2026-03-01,395,,1,120.00,80.48,0.00,120.00
20579,5930,1,2026-03-01,6,,3,30.00,20.10,0.00,90.00
20580,5931,1,2026-03-01,57,,2,119.00,102.77,0.00,238.00
20581,5932,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20582,5932,1,2026-03-01,56,,3,240.00,203.77,0.00,720.00
20583,5932,1,2026-03-01,122,,3,280.00,222.45,0.00,840.00
20584,5932,1,2026-03-01,264,,2,135.00,99.20,0.00,270.00
20585,5933,1,2026-03-01,172,,1,149.00,87.64,0.00,149.00
20586,5933,1,2026-03-01,288,,1,265.00,161.09,0.00,265.00
20587,5933,1,2026-03-01,35,,1,590.00,499.21,0.00,590.00
20588,5933,1,2026-03-01,354,,2,349.00,188.46,0.00,698.00
20589,5933,1,2026-03-01,305,,1,59.00,37.54,0.00,59.00
20590,5933,1,2026-03-01,199,,1,55.00,35.36,0.00,55.00
20591,5933,1,2026-03-01,167,,1,75.00,48.25,0.00,75.00
20592,5933,1,2026-03-01,73,,1,40.00,32.52,0.00,40.00
20593,5934,1,2026-03-01,44,,1,250.00,218.99,0.00,250.00
20594,5935,1,2026-03-01,431,,1,120.00,81.59,0.00,120.00
20595,5935,1,2026-03-01,376,,1,119.00,70.22,0.00,119.00
20596,5935,1,2026-03-01,359,,1,239.00,132.53,0.00,239.00
20597,5935,1,2026-03-01,110,,1,310.00,255.09,0.00,310.00
20598,5935,1,2026-03-01,29,,1,49.00,34.19,0.00,49.00
20599,5935,1,2026-03-01,279,,1,275.00,169.04,0.00,275.00
20600,5935,1,2026-03-01,175,,1,60.00,39.87,0.00,60.00
20601,5935,1,2026-03-01,398,,1,125.00,79.94,0.00,125.00
20602,5936,1,2026-03-01,549,,1,270.00,196.44,0.00,270.00
20603,5936,1,2026-03-01,300,,1,285.00,190.74,0.00,285.00
20604,5936,1,2026-03-01,36,,1,220.00,187.93,0.00,220.00
20605,5937,1,2026-03-01,386,,1,150.00,91.72,0.00,150.00
20606,5937,1,2026-03-01,187,,1,75.00,44.11,0.00,75.00
20607,5937,1,2026-03-01,57,,1,119.00,102.77,0.00,119.00
20608,5937,1,2026-03-01,178,,3,40.00,25.20,0.00,120.00
20609,5937,1,2026-03-01,47,,1,240.00,210.96,0.00,240.00
20610,5937,1,2026-03-01,180,,1,45.00,27.59,0.00,45.00
20611,5938,1,2026-03-01,108,,1,190.00,160.14,0.00,190.00
20612,5939,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20613,5939,1,2026-03-01,241,,1,70.00,47.60,0.00,70.00
20614,5939,1,2026-03-01,57,,1,119.00,102.77,0.00,119.00
20615,5939,1,2026-03-01,457,,1,109.00,72.47,0.00,109.00
20616,5939,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20617,5939,1,2026-03-01,8,,1,80.00,56.16,0.00,80.00
20618,5939,1,2026-03-01,57,,1,119.00,102.77,0.00,119.00
20619,5939,1,2026-03-01,100,,1,70.00,56.48,0.00,70.00
20620,5940,1,2026-03-01,232,,1,149.00,105.26,0.00,149.00
20621,5941,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20622,5942,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20623,5942,1,2026-03-01,133,,1,720.00,582.93,0.00,720.00
20624,5942,1,2026-03-01,394,,1,179.00,120.41,0.00,179.00
20625,5942,1,2026-03-01,1,,2,25.00,18.19,0.00,50.00
20626,5942,1,2026-03-01,404,,1,139.00,94.71,0.00,139.00
20627,5942,1,2026-03-01,42,,1,249.00,217.80,0.00,249.00
20628,5943,1,2026-03-01,93,,1,70.00,53.83,0.00,70.00
20629,5943,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20630,5943,1,2026-03-01,351,,1,115.00,66.16,0.00,115.00
20631,5943,1,2026-03-01,179,,1,40.00,24.56,0.00,40.00
20632,5943,1,2026-03-01,187,,1,75.00,44.11,0.00,75.00
20633,5943,1,2026-03-01,222,,1,39.00,25.26,0.00,39.00
20634,5943,1,2026-03-01,135,,2,690.00,564.48,0.00,1380.00
20635,5943,1,2026-03-01,33,,2,69.00,49.25,0.00,138.00
20636,5944,1,2026-03-01,261,,1,60.00,39.67,0.00,60.00
20637,5944,1,2026-03-01,223,,1,70.00,45.71,0.00,70.00
20638,5944,1,2026-03-01,350,,1,250.00,135.08,0.00,250.00
20639,5944,1,2026-03-01,75,,1,50.00,39.67,0.00,50.00
20640,5944,1,2026-03-01,59,,1,269.00,231.01,0.00,269.00
20641,5944,1,2026-03-01,66,,1,235.00,197.59,0.00,235.00
20642,5945,1,2026-03-01,84,,1,70.00,53.64,0.00,70.00
20643,5945,1,2026-03-01,352,,1,215.00,131.89,0.00,215.00
20644,5945,1,2026-03-01,184,,1,25.00,16.61,0.00,25.00
20645,5946,1,2026-03-01,73,,1,40.00,32.52,0.00,40.00
20646,5947,1,2026-03-01,164,,2,40.00,24.38,0.00,80.00
20647,5947,1,2026-03-01,63,,1,210.00,179.97,0.00,210.00
20648,5947,1,2026-03-01,44,,2,250.00,218.99,0.00,500.00
20649,5947,1,2026-03-01,158,,1,80.00,53.37,0.00,80.00
20650,5947,1,2026-03-01,63,,1,210.00,179.97,0.00,210.00
20651,5948,1,2026-03-01,73,,2,40.00,32.52,0.00,80.00
20652,5948,1,2026-03-01,118,,2,149.00,124.96,0.00,298.00
20653,5949,1,2026-03-01,87,,1,60.00,48.51,0.00,60.00
20654,5949,1,2026-03-01,410,,1,135.00,90.96,0.00,135.00
20655,5949,1,2026-03-01,43,,1,350.00,293.78,0.00,350.00
20656,5950,1,2026-03-01,216,,1,60.00,42.01,0.00,60.00
20657,5951,1,2026-03-01,365,,2,610.00,390.49,0.00,1220.00
20658,5951,1,2026-03-01,26,,1,40.00,26.51,0.00,40.00
20659,5952,1,2026-03-01,305,,2,59.00,37.54,0.00,118.00
20660,5952,1,2026-03-01,53,,2,195.00,165.75,0.00,390.00
20661,5952,1,2026-03-01,339,,1,165.00,105.28,0.00,165.00
20662,5952,1,2026-03-01,318,,1,105.00,71.65,0.00,105.00
20663,5952,1,2026-03-01,84,,1,70.00,53.64,0.00,70.00
20664,5953,1,2026-03-01,151,,1,40.00,25.88,0.00,40.00
20665,5953,1,2026-03-01,47,,1,240.00,210.96,0.00,240.00
20666,5954,1,2026-03-01,249,,1,100.00,72.35,0.00,100.00
20667,5955,1,2026-03-01,59,,2,269.00,231.01,0.00,538.00
20668,5956,1,2026-03-01,537,,1,200.00,139.64,0.00,200.00
20669,5956,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20670,5957,1,2026-03-01,57,,2,119.00,102.77,0.00,238.00
20671,5957,1,2026-03-01,36,,2,220.00,187.93,0.00,440.00
20672,5957,1,2026-03-01,109,,1,90.00,75.38,0.00,90.00
20673,5958,1,2026-03-01,10,,1,50.00,36.75,0.00,50.00
20674,5959,1,2026-03-01,561,,1,240.00,172.62,0.00,240.00
20675,5959,1,2026-03-01,13,,1,39.00,25.84,0.00,39.00
20676,5960,1,2026-03-01,479,,1,229.00,120.30,0.00,229.00
20677,5960,1,2026-03-01,23,,1,50.00,33.03,0.00,50.00
20678,5960,1,2026-03-01,383,,1,155.00,103.84,0.00,155.00
20679,5960,1,2026-03-01,262,,2,55.00,39.22,0.00,110.00
20680,5960,1,2026-03-01,492,,1,250.00,137.89,0.00,250.00
20681,5960,1,2026-03-01,87,,1,60.00,48.51,0.00,60.00
20682,5961,1,2026-03-01,84,,1,70.00,53.64,0.00,70.00
20683,5961,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20684,5962,1,2026-03-01,210,,1,65.00,43.50,0.00,65.00
20685,5962,1,2026-03-01,2,,1,25.00,16.87,0.00,25.00
20686,5962,1,2026-03-01,192,,1,55.00,37.92,0.00,55.00
20687,5963,1,2026-03-01,292,,1,340.00,213.69,0.00,340.00
20688,5963,1,2026-03-01,339,,1,165.00,105.28,0.00,165.00
20689,5963,1,2026-03-01,17,,2,29.00,19.25,0.00,58.00
20690,5964,1,2026-03-01,50,,1,550.00,468.57,0.00,550.00
20691,5964,1,2026-03-01,180,,2,45.00,27.59,0.00,90.00
20692,5964,1,2026-03-01,571,,1,180.00,94.39,0.00,180.00
20693,5965,1,2026-03-01,127,,1,605.00,494.47,0.00,605.00
20694,5965,1,2026-03-01,224,,1,70.00,46.71,0.00,70.00
20695,5965,1,2026-03-01,56,,1,240.00,203.77,0.00,240.00
20696,5965,1,2026-03-01,39,,1,185.00,156.51,0.00,185.00
20697,5966,1,2026-03-01,137,,1,60.00,36.69,0.00,60.00
20698,5966,1,2026-03-01,349,,2,159.00,103.32,0.00,318.00
20699,5966,1,2026-03-01,117,,1,445.00,357.49,0.00,445.00
20700,5967,1,2026-03-01,271,,1,220.00,148.25,0.00,220.00
20701,5967,1,2026-03-01,35,,2,590.00,499.21,0.00,1180.00
20702,5968,1,2026-03-01,158,,1,80.00,53.37,0.00,80.00
20703,5968,1,2026-03-01,336,,1,170.00,114.09,0.00,170.00
20704,5968,1,2026-03-01,349,,1,159.00,103.32,0.00,159.00
20705,5968,1,2026-03-01,287,,1,125.00,77.22,0.00,125.00
20706,5968,1,2026-03-01,61,,2,239.00,203.32,0.00,478.00
20707,5968,1,2026-03-01,134,,2,195.00,163.90,0.00,390.00
20708,5969,1,2026-03-01,314,,1,90.00,60.32,0.00,90.00
20709,5969,1,2026-03-01,156,,2,110.00,72.15,0.00,220.00
20710,5969,1,2026-03-01,535,,1,299.00,217.43,0.00,299.00
20711,5970,1,2026-03-01,65,,1,440.00,386.37,0.00,440.00
20712,5970,1,2026-03-01,153,,2,110.00,68.27,0.00,220.00
20713,5971,1,2026-03-01,228,,1,50.00,35.55,0.00,50.00
20714,5971,1,2026-03-01,180,,1,45.00,27.59,0.00,45.00
20715,5972,1,2026-03-01,91,,1,69.00,55.86,0.00,69.00
20716,5972,1,2026-03-01,237,,2,79.00,56.40,0.00,158.00
20717,5973,1,2026-03-01,38,,1,175.00,153.82,0.00,175.00
20718,5973,1,2026-03-01,232,,1,149.00,105.26,0.00,149.00
20719,5973,1,2026-03-01,182,,1,80.00,52.92,0.00,80.00
20720,5973,1,2026-03-01,199,,1,55.00,35.36,0.00,55.00
20721,5973,1,2026-03-01,330,,1,120.00,84.58,0.00,120.00
20722,5973,1,2026-03-01,90,,1,59.00,46.66,0.00,59.00
20723,5973,1,2026-03-01,192,,1,55.00,37.92,0.00,55.00
20724,5973,1,2026-03-01,48,,2,370.00,322.58,0.00,740.00
20725,5974,1,2026-03-01,443,,1,139.00,101.39,0.00,139.00
