sale_id,store_id,sold_at,business_date,sale_type,tender_type,subtotal,discount_total,tax_total,total
2527,1,2026-01-25T21:34:46+05:30,2026-01-25,sale,card,610.00,0.00,109.80,719.80
2528,1,2026-01-25T15:01:46+05:30,2026-01-25,sale,mobile,730.00,0.00,36.50,766.50
2529,1,2026-01-25T10:10:24+05:30,2026-01-25,sale,card,425.00,0.00,29.70,454.70
2530,1,2026-01-25T13:35:43+05:30,2026-01-25,sale,mobile,865.00,0.00,46.05,911.05
2531,1,2026-01-25T08:56:00+05:30,2026-01-25,sale,mobile,489.25,39.75,32.81,522.06
2532,1,2026-01-25T17:38:30+05:30,2026-01-25,return,cash,-60.00,0.00,-7.20,-67.20
2533,1,2026-01-26T18:05:54+05:30,2026-01-26,sale,cash,505.00,0.00,57.80,562.80
2534,1,2026-01-26T18:11:54+05:30,2026-01-26,sale,cash,1087.00,0.00,113.12,1200.12
2535,1,2026-01-26T13:20:12+05:30,2026-01-26,sale,cash,215.00,0.00,24.30,239.30
2536,1,2026-01-26T15:25:46+05:30,2026-01-26,sale,mobile,249.00,0.00,12.45,261.45
2537,1,2026-01-26T14:03:25+05:30,2026-01-26,sale,mobile,745.00,0.00,46.35,791.35
2538,1,2026-01-26T11:10:13+05:30,2026-01-26,sale,cash,964.00,0.00,78.10,1042.10
2539,1,2026-01-26T09:09:46+05:30,2026-01-26,sale,mobile,755.00,0.00,57.85,812.85
2540,1,2026-01-26T18:34:21+05:30,2026-01-26,sale,mobile,2520.00,0.00,180.25,2700.25
2541,1,2026-01-26T18:15:55+05:30,2026-01-26,sale,card,549.00,0.00,56.35,605.35
2542,1,2026-01-26T19:17:50+05:30,2026-01-26,sale,card,780.00,0.00,39.00,819.00
2543,1,2026-01-26T18:48:51+05:30,2026-01-26,sale,mobile,50.00,0.00,9.00,59.00
2544,1,2026-01-26T18:25:04+05:30,2026-01-26,sale,mobile,383.00,0.00,38.45,421.45
2545,1,2026-01-26T18:58:23+05:30,2026-01-26,sale,mobile,1413.00,0.00,165.57,1578.57
2546,1,2026-01-26T15:24:26+05:30,2026-01-26,sale,mobile,469.00,0.00,23.45,492.45
2547,1,2026-01-26T19:06:44+05:30,2026-01-26,sale,mobile,50.00,0.00,0.00,50.00
2548,1,2026-01-26T10:06:06+05:30,2026-01-26,sale,mobile,634.00,0.00,74.87,708.87
2549,1,2026-01-26T13:50:31+05:30,2026-01-26,sale,mobile,853.00,0.00,106.87,959.87
2550,1,2026-01-26T21:22:55+05:30,2026-01-26,sale,cash,200.00,0.00,19.45,219.45
2551,1,2026-01-26T19:22:26+05:30,2026-01-26,sale,cash,440.00,0.00,27.75,467.75
2552,1,2026-01-26T17:27:55+05:30,2026-01-26,sale,mobile,680.00,0.00,55.90,735.90
2553,1,2026-01-26T18:28:54+05:30,2026-01-26,sale,card,660.00,0.00,54.00,714.00
2554,1,2026-01-26T11:49:57+05:30,2026-01-26,sale,card,468.00,0.00,51.87,519.87
2555,1,2026-01-26T19:34:10+05:30,2026-01-26,sale,cash,1489.00,0.00,133.60,1622.60
2556,1,2026-01-26T09:57:37+05:30,2026-01-26,sale,mobile,897.00,0.00,68.42,965.42
2557,1,2026-01-26T17:22:33+05:30,2026-01-26,sale,cash,1365.00,0.00,66.08,1431.08
2558,1,2026-01-26T10:09:55+05:30,2026-01-26,sale,card,1070.00,0.00,63.10,1133.10
2559,1,2026-01-26T15:04:56+05:30,2026-01-26,sale,mobile,549.00,0.00,24.00,573.00
2560,1,2026-01-26T12:45:35+05:30,2026-01-26,sale,mobile,554.25,39.75,75.51,629.76
2561,1,2026-01-26T13:56:13+05:30,2026-01-26,sale,card,70.00,5.00,3.50,73.50
2562,1,2026-01-26T18:02:55+05:30,2026-01-26,sale,cash,542.00,0.00,47.51,589.51
2563,1,2026-01-26T10:19:20+05:30,2026-01-26,sale,cash,450.00,0.00,36.85,486.85
2564,1,2026-01-26T08:44:47+05:30,2026-01-26,sale,mobile,30.00,0.00,0.00,30.00
2565,1,2026-01-26T11:33:39+05:30,2026-01-26,sale,mobile,3051.00,0.00,183.76,3234.76
2566,1,2026-01-26T18:03:31+05:30,2026-01-26,sale,mobile,210.00,0.00,37.80,247.80
2567,1,2026-01-26T12:47:55+05:30,2026-01-26,sale,cash,208.00,30.00,32.04,240.04
2568,1,2026-01-26T11:07:20+05:30,2026-01-26,sale,mobile,134.00,0.00,12.48,146.48
2569,1,2026-01-26T10:34:13+05:30,2026-01-26,sale,mobile,964.25,13.75,147.44,1111.69
2570,1,2026-01-26T11:46:24+05:30,2026-01-26,sale,cash,3079.00,0.00,174.72,3253.72
2571,1,2026-01-26T18:41:47+05:30,2026-01-26,sale,mobile,260.00,0.00,13.00,273.00
2572,1,2026-01-26T11:55:11+05:30,2026-01-26,sale,mobile,846.75,119.25,103.78,950.53
2573,1,2026-01-26T18:35:53+05:30,2026-01-26,sale,mobile,119.00,0.00,10.62,129.62
2574,1,2026-01-26T13:14:14+05:30,2026-01-26,sale,mobile,160.00,0.00,8.00,168.00
2575,1,2026-01-26T18:34:12+05:30,2026-01-26,sale,card,1317.00,0.00,79.42,1396.42
2576,1,2026-01-26T21:10:53+05:30,2026-01-26,sale,voucher,250.00,0.00,12.50,262.50
2577,1,2026-01-26T19:03:48+05:30,2026-01-26,sale,cash,45.00,0.00,2.25,47.25
2578,1,2026-01-26T10:53:01+05:30,2026-01-26,sale,mobile,1254.00,0.00,118.05,1372.05
2579,1,2026-01-26T11:40:30+05:30,2026-01-26,sale,mobile,787.00,0.00,39.35,826.35
2580,1,2026-01-26T09:06:39+05:30,2026-01-26,sale,mobile,455.00,0.00,64.60,519.60
2581,1,2026-01-26T17:36:47+05:30,2026-01-26,sale,cash,549.00,0.00,88.62,637.62
2582,1,2026-01-26T16:06:44+05:30,2026-01-26,sale,mobile,1058.00,65.00,97.50,1155.50
2583,1,2026-01-26T10:41:28+05:30,2026-01-26,sale,cash,253.00,0.00,20.28,273.28
2584,1,2026-01-26T14:44:18+05:30,2026-01-26,sale,cash,240.00,0.00,43.20,283.20
2585,1,2026-01-26T09:36:15+05:30,2026-01-26,sale,mobile,285.00,0.00,20.10,305.10
2586,1,2026-01-26T17:48:37+05:30,2026-01-26,sale,mobile,450.00,0.00,40.70,490.70
2587,1,2026-01-26T17:47:53+05:30,2026-01-26,sale,card,170.00,0.00,30.60,200.60
2588,1,2026-01-26T09:27:17+05:30,2026-01-26,sale,cash,120.00,0.00,2.00,122.00
2589,1,2026-01-26T08:35:34+05:30,2026-01-26,sale,card,380.00,0.00,25.30,405.30
2590,1,2026-01-26T12:32:15+05:30,2026-01-26,sale,cash,320.00,0.00,25.20,345.20
2591,1,2026-01-26T10:51:16+05:30,2026-01-26,sale,voucher,39.00,0.00,10.92,49.92
2592,1,2026-01-26T17:06:28+05:30,2026-01-26,sale,cash,659.00,0.00,52.32,711.32
2593,1,2026-01-26T14:56:01+05:30,2026-01-26,sale,cash,1080.00,0.00,103.42,1183.42
2594,1,2026-01-26T15:05:01+05:30,2026-01-26,sale,mobile,1297.00,6.00,110.67,1407.67
2595,1,2026-01-26T20:12:23+05:30,2026-01-26,sale,cash,220.00,0.00,11.00,231.00
2596,1,2026-01-26T09:53:03+05:30,2026-01-26,sale,mobile,469.00,0.00,26.05,495.05
2597,1,2026-01-26T08:21:15+05:30,2026-01-26,sale,voucher,739.00,0.00,53.40,792.40
2598,1,2026-01-26T17:59:15+05:30,2026-01-26,sale,mobile,888.00,0.00,58.70,946.70
2599,1,2026-01-26T13:13:00+05:30,2026-01-26,sale,mobile,423.00,6.00,48.45,471.45
2600,1,2026-01-27T08:26:22+05:30,2026-01-27,sale,card,815.00,0.00,49.50,864.50
2601,1,2026-01-27T18:20:29+05:30,2026-01-27,sale,mobile,110.00,0.00,15.60,125.60
2602,1,2026-01-27T12:35:10+05:30,2026-01-27,sale,mobile,873.00,0.00,82.91,955.91
2603,1,2026-01-27T18:35:31+05:30,2026-01-27,sale,mobile,598.00,0.00,37.57,635.57
2604,1,2026-01-27T11:12:44+05:30,2026-01-27,sale,card,1243.00,0.00,94.60,1337.60
2605,1,2026-01-27T17:39:59+05:30,2026-01-27,sale,card,982.00,12.00,84.68,1066.68
2606,1,2026-01-27T17:52:42+05:30,2026-01-27,sale,cash,840.00,0.00,51.05,891.05
2607,1,2026-01-27T10:00:09+05:30,2026-01-27,sale,mobile,110.00,0.00,13.20,123.20
2608,1,2026-01-27T19:08:44+05:30,2026-01-27,sale,mobile,465.00,0.00,109.25,574.25
2609,1,2026-01-27T14:07:28+05:30,2026-01-27,sale,card,60.00,0.00,0.00,60.00
2610,1,2026-01-27T15:48:41+05:30,2026-01-27,sale,card,745.00,0.00,42.75,787.75
2611,1,2026-01-27T15:25:57+05:30,2026-01-27,sale,mobile,544.00,0.00,42.08,586.08
2612,1,2026-01-27T08:47:19+05:30,2026-01-27,sale,card,360.00,0.00,31.65,391.65
2613,1,2026-01-27T20:08:03+05:30,2026-01-27,sale,voucher,1129.00,0.00,107.12,1236.12
2614,1,2026-01-27T09:25:45+05:30,2026-01-27,sale,card,40.00,0.00,2.00,42.00
2615,1,2026-01-27T17:07:10+05:30,2026-01-27,sale,mobile,40.00,0.00,2.00,42.00
2616,1,2026-01-27T16:12:36+05:30,2026-01-27,sale,cash,1146.00,0.00,147.74,1293.74
2617,1,2026-01-27T20:33:51+05:30,2026-01-27,sale,mobile,1019.00,0.00,69.35,1088.35
2618,1,2026-01-27T10:09:18+05:30,2026-01-27,sale,mobile,770.00,0.00,37.00,807.00
2619,1,2026-01-27T21:41:28+05:30,2026-01-27,sale,mobile,50.00,0.00,3.00,53.00
2620,1,2026-01-27T18:05:42+05:30,2026-01-27,sale,card,1104.00,0.00,72.75,1176.75
2621,1,2026-01-27T17:41:21+05:30,2026-01-27,sale,cash,783.25,24.75,59.09,842.34
2622,1,2026-01-27T13:42:14+05:30,2026-01-27,sale,voucher,705.00,0.00,74.30,779.30
2623,1,2026-01-27T15:42:23+05:30,2026-01-27,sale,cash,977.10,5.90,72.51,1049.61
2624,1,2026-01-27T11:14:38+05:30,2026-01-27,sale,mobile,110.00,0.00,5.50,115.50
2625,1,2026-01-27T10:13:33+05:30,2026-01-27,sale,card,2145.00,0.00,106.00,2251.00
2626,1,2026-01-27T09:38:00+05:30,2026-01-27,sale,card,1160.00,0.00,106.75,1266.75
2627,1,2026-01-27T10:42:12+05:30,2026-01-27,sale,mobile,495.00,0.00,30.35,525.35
2628,1,2026-01-27T19:46:20+05:30,2026-01-27,sale,mobile,1385.00,0.00,124.91,1509.91
2629,1,2026-01-27T21:55:33+05:30,2026-01-27,sale,card,525.00,0.00,35.70,560.70
2630,1,2026-01-27T17:56:24+05:30,2026-01-27,sale,cash,1450.00,0.00,103.85,1553.85
2631,1,2026-01-27T18:43:09+05:30,2026-01-27,sale,mobile,418.00,71.00,34.55,452.55
2632,1,2026-01-27T18:03:15+05:30,2026-01-27,sale,cash,558.00,0.00,34.25,592.25
2633,1,2026-01-27T12:26:01+05:30,2026-01-27,sale,mobile,149.00,0.00,16.42,165.42
2634,1,2026-01-27T09:38:36+05:30,2026-01-27,sale,mobile,735.00,0.00,52.35,787.35
2635,1,2026-01-27T13:57:59+05:30,2026-01-27,sale,cash,660.00,0.00,33.00,693.00
2636,1,2026-01-27T15:54:35+05:30,2026-01-27,sale,card,1409.00,0.00,104.12,1513.12
2637,1,2026-01-27T13:17:30+05:30,2026-01-27,sale,mobile,1248.00,0.00,93.43,1341.43
2638,1,2026-01-27T14:33:26+05:30,2026-01-27,sale,cash,499.00,0.00,24.95,523.95
2639,1,2026-01-27T12:42:16+05:30,2026-01-27,sale,mobile,159.00,0.00,28.62,187.62
2640,1,2026-01-27T15:42:56+05:30,2026-01-27,sale,mobile,85.00,0.00,15.30,100.30
2641,1,2026-01-27T16:47:53+05:30,2026-01-27,sale,mobile,430.00,0.00,20.00,450.00
2642,1,2026-01-27T17:56:59+05:30,2026-01-27,sale,mobile,274.00,0.00,19.23,293.23
2643,1,2026-01-27T19:25:11+05:30,2026-01-27,sale,mobile,640.00,0.00,32.00,672.00
2644,1,2026-01-27T15:21:58+05:30,2026-01-27,sale,card,50.00,0.00,6.00,56.00
2645,1,2026-01-27T14:39:46+05:30,2026-01-27,sale,mobile,50.00,0.00,9.00,59.00
2646,1,2026-01-27T19:49:53+05:30,2026-01-27,sale,mobile,75.00,0.00,0.00,75.00
2647,1,2026-01-27T08:37:48+05:30,2026-01-27,sale,card,649.25,39.75,40.81,690.06
2648,1,2026-01-27T14:29:17+05:30,2026-01-27,sale,cash,40.00,0.00,0.00,40.00
2649,1,2026-01-27T19:12:00+05:30,2026-01-27,sale,voucher,659.00,0.00,60.12,719.12
2650,1,2026-01-27T14:16:56+05:30,2026-01-27,sale,cash,1220.00,0.00,219.60,1439.60
2651,1,2026-01-27T18:00:21+05:30,2026-01-27,sale,mobile,220.00,0.00,11.00,231.00
2652,1,2026-01-27T19:30:07+05:30,2026-01-27,sale,mobile,469.00,0.00,40.17,509.17
2653,1,2026-01-27T11:45:39+05:30,2026-01-27,sale,mobile,229.00,0.00,41.22,270.22
2654,1,2026-01-27T17:34:27+05:30,2026-01-27,sale,mobile,1695.00,0.00,128.40,1823.40
2655,1,2026-01-27T18:16:02+05:30,2026-01-27,sale,mobile,210.00,0.00,32.40,242.40
2656,1,2026-01-27T15:23:29+05:30,2026-01-27,sale,card,295.00,0.00,35.45,330.45
2657,1,2026-01-27T11:14:50+05:30,2026-01-27,sale,mobile,428.00,0.00,40.90,468.90
2658,1,2026-01-27T12:21:02+05:30,2026-01-27,sale,mobile,60.00,0.00,3.00,63.00
2659,1,2026-01-27T17:04:50+05:30,2026-01-27,sale,cash,250.00,0.00,45.00,295.00
2660,1,2026-01-27T12:15:49+05:30,2026-01-27,sale,mobile,408.25,24.75,73.49,481.74
2661,1,2026-01-27T15:01:58+05:30,2026-01-27,sale,cash,195.00,0.00,9.75,204.75
2662,1,2026-01-27T09:58:03+05:30,2026-01-27,sale,cash,2189.00,0.00,113.65,2302.65
2663,1,2026-01-27T17:19:08+05:30,2026-01-27,sale,mobile,1557.00,0.00,84.78,1641.78
2664,1,2026-01-27T16:59:41+05:30,2026-01-27,sale,mobile,1050.00,0.00,49.50,1099.50
2665,1,2026-01-27T21:26:30+05:30,2026-01-27,sale,voucher,1997.00,0.00,111.02,2108.02
2666,1,2026-01-27T10:22:27+05:30,2026-01-27,sale,mobile,535.00,0.00,34.60,569.60
2667,1,2026-01-27T20:53:39+05:30,2026-01-27,sale,card,245.00,0.00,33.00,278.00
2668,1,2026-01-27T13:10:40+05:30,2026-01-27,sale,card,2092.50,32.50,111.45,2203.95
2669,1,2026-01-27T19:35:19+05:30,2026-01-27,sale,mobile,1170.00,0.00,106.85,1276.85
2670,1,2026-01-27T09:36:52+05:30,2026-01-27,sale,mobile,157.50,32.50,22.50,180.00
2671,1,2026-01-27T16:59:49+05:30,2026-01-27,sale,mobile,1054.00,0.00,76.35,1130.35
2672,1,2026-01-27T14:37:35+05:30,2026-01-27,sale,mobile,80.00,0.00,9.60,89.60
2673,1,2026-01-27T15:25:07+05:30,2026-01-27,sale,mobile,854.00,0.00,97.30,951.30
2674,1,2026-01-27T15:48:11+05:30,2026-01-27,sale,card,944.00,0.00,56.70,1000.70
2675,1,2026-01-27T08:01:23+05:30,2026-01-27,sale,mobile,55.00,0.00,2.75,57.75
2676,1,2026-01-27T10:40:27+05:30,2026-01-27,sale,mobile,1137.00,0.00,102.90,1239.90
2677,1,2026-01-27T16:15:27+05:30,2026-01-27,sale,cash,379.00,0.00,39.75,418.75
2678,1,2026-01-27T17:42:30+05:30,2026-01-27,sale,mobile,245.00,0.00,22.60,267.60
2679,1,2026-01-27T10:41:22+05:30,2026-01-27,sale,cash,915.00,0.00,73.05,988.05
2680,1,2026-01-27T11:52:57+05:30,2026-01-27,sale,cash,664.00,0.00,73.40,737.40
2681,1,2026-01-27T09:55:04+05:30,2026-01-27,sale,voucher,618.00,0.00,30.90,648.90
2682,1,2026-01-27T19:20:17+05:30,2026-01-27,sale,card,357.00,0.00,10.95,367.95
2683,1,2026-01-27T18:49:21+05:30,2026-01-27,sale,card,2520.00,0.00,151.25,2671.25
2684,1,2026-01-27T21:22:48+05:30,2026-01-27,sale,voucher,1463.00,0.00,140.49,1603.49
2685,1,2026-01-28T12:00:41+05:30,2026-01-28,sale,mobile,229.00,0.00,41.22,270.22
2686,1,2026-01-28T18:10:41+05:30,2026-01-28,sale,mobile,409.00,0.00,73.62,482.62
2687,1,2026-01-28T11:56:16+05:30,2026-01-28,sale,mobile,345.00,0.00,34.80,379.80
2688,1,2026-01-28T17:05:32+05:30,2026-01-28,sale,mobile,1930.00,5.00,130.10,2060.10
2689,1,2026-01-28T19:19:22+05:30,2026-01-28,sale,mobile,140.00,0.00,25.20,165.20
2690,1,2026-01-28T17:25:35+05:30,2026-01-28,sale,mobile,1740.00,0.00,127.95,1867.95
2691,1,2026-01-28T10:04:12+05:30,2026-01-28,sale,cash,709.00,0.00,44.48,753.48
2692,1,2026-01-28T13:23:21+05:30,2026-01-28,sale,card,750.00,0.00,42.70,792.70
2693,1,2026-01-28T18:09:31+05:30,2026-01-28,sale,cash,575.00,5.00,42.35,617.35
2694,1,2026-01-28T13:35:01+05:30,2026-01-28,sale,mobile,2920.00,0.00,240.90,3160.90
2695,1,2026-01-28T19:21:51+05:30,2026-01-28,sale,mobile,174.00,0.00,31.32,205.32
2696,1,2026-01-28T16:06:15+05:30,2026-01-28,sale,cash,99.00,0.00,11.88,110.88
2697,1,2026-01-28T13:07:12+05:30,2026-01-28,sale,mobile,2010.00,0.00,167.55,2177.55
2698,1,2026-01-28T20:29:39+05:30,2026-01-28,sale,cash,1565.00,0.00,139.40,1704.40
2699,1,2026-01-28T18:40:06+05:30,2026-01-28,sale,mobile,140.00,0.00,25.20,165.20
2700,1,2026-01-28T17:07:49+05:30,2026-01-28,sale,mobile,1073.00,0.00,67.20,1140.20
2701,1,2026-01-28T20:47:37+05:30,2026-01-28,sale,cash,209.00,0.00,18.25,227.25
2702,1,2026-01-28T12:50:29+05:30,2026-01-28,sale,cash,349.00,0.00,47.35,396.35
2703,1,2026-01-28T08:51:33+05:30,2026-01-28,sale,mobile,1103.00,0.00,79.30,1182.30
2704,1,2026-01-28T08:12:34+05:30,2026-01-28,sale,mobile,200.00,0.00,27.60,227.60
2705,1,2026-01-28T08:22:35+05:30,2026-01-28,sale,mobile,575.00,0.00,58.65,633.65
2706,1,2026-01-28T09:36:55+05:30,2026-01-28,sale,card,385.25,39.75,42.75,428.00
2707,1,2026-01-28T11:52:23+05:30,2026-01-28,sale,card,1144.00,0.00,130.47,1274.47
2708,1,2026-01-28T20:05:51+05:30,2026-01-28,sale,mobile,310.00,0.00,15.50,325.50
2709,1,2026-01-28T19:03:21+05:30,2026-01-28,sale,cash,510.00,0.00,25.50,535.50
2710,1,2026-01-28T11:53:09+05:30,2026-01-28,sale,mobile,820.50,22.50,48.03,868.53
2711,1,2026-01-28T17:20:16+05:30,2026-01-28,sale,cash,798.00,0.00,98.90,896.90
2712,1,2026-01-28T16:18:53+05:30,2026-01-28,sale,mobile,220.00,0.00,26.40,246.40
2713,1,2026-01-28T13:01:26+05:30,2026-01-28,sale,mobile,120.00,0.00,10.80,130.80
2714,1,2026-01-28T18:36:36+05:30,2026-01-28,sale,card,70.00,0.00,12.60,82.60
2715,1,2026-01-28T13:55:54+05:30,2026-01-28,sale,mobile,41.25,13.75,4.95,46.20
2716,1,2026-01-28T18:12:35+05:30,2026-01-28,sale,cash,1004.00,0.00,121.88,1125.88
2717,1,2026-01-28T18:37:37+05:30,2026-01-28,sale,cash,101.25,13.75,15.75,117.00
2718,1,2026-01-28T18:26:38+05:30,2026-01-28,sale,mobile,755.00,0.00,48.60,803.60
2719,1,2026-01-28T10:50:33+05:30,2026-01-28,sale,card,135.00,0.00,12.60,147.60
2720,1,2026-01-28T14:28:18+05:30,2026-01-28,sale,cash,158.00,0.00,14.16,172.16
2721,1,2026-01-28T17:24:22+05:30,2026-01-28,sale,cash,1829.00,0.00,88.50,1917.50
2722,1,2026-01-28T18:39:22+05:30,2026-01-28,sale,mobile,1410.50,32.50,109.52,1520.02
2723,1,2026-01-28T19:44:24+05:30,2026-01-28,sale,mobile,1194.00,0.00,120.63,1314.63
2724,1,2026-01-28T16:55:53+05:30,2026-01-28,sale,mobile,140.00,0.00,25.20,165.20
2725,1,2026-01-28T10:11:51+05:30,2026-01-28,sale,mobile,328.00,12.00,53.00,381.00
2726,1,2026-01-28T12:44:52+05:30,2026-01-28,sale,mobile,399.00,0.00,19.95,418.95
2727,1,2026-01-28T19:38:24+05:30,2026-01-28,sale,mobile,135.00,0.00,8.60,143.60
2728,1,2026-01-28T09:36:13+05:30,2026-01-28,sale,mobile,217.00,0.00,30.24,247.24
2729,1,2026-01-28T18:10:09+05:30,2026-01-28,sale,mobile,997.00,0.00,65.45,1062.45
2730,1,2026-01-28T10:28:51+05:30,2026-01-28,sale,cash,395.00,0.00,47.35,442.35
2731,1,2026-01-28T18:27:30+05:30,2026-01-28,sale,mobile,60.00,0.00,10.80,70.80
2732,1,2026-01-28T16:18:14+05:30,2026-01-28,sale,mobile,149.00,0.00,7.45,156.45
2733,1,2026-01-28T18:14:49+05:30,2026-01-28,sale,mobile,830.00,0.00,45.10,875.10
2734,1,2026-01-28T18:03:50+05:30,2026-01-28,sale,card,1062.00,0.00,71.17,1133.17
2735,1,2026-01-28T09:59:02+05:30,2026-01-28,sale,mobile,1422.00,0.00,71.10,1493.10
2736,1,2026-01-28T11:05:01+05:30,2026-01-28,sale,card,699.00,0.00,85.15,784.15
2737,1,2026-01-28T16:30:47+05:30,2026-01-28,sale,mobile,120.00,0.00,33.60,153.60
2738,1,2026-01-28T18:15:43+05:30,2026-01-28,sale,card,240.00,0.00,12.00,252.00
2739,1,2026-01-28T19:04:06+05:30,2026-01-28,sale,mobile,200.00,0.00,7.50,207.50
2740,1,2026-01-28T16:34:42+05:30,2026-01-28,sale,mobile,140.00,0.00,9.80,149.80
2741,1,2026-01-28T16:36:38+05:30,2026-01-28,sale,cash,1585.00,0.00,158.55,1743.55
2742,1,2026-01-28T12:26:42+05:30,2026-01-28,sale,mobile,588.00,0.00,66.93,654.93
2743,1,2026-01-28T17:09:16+05:30,2026-01-28,sale,mobile,129.00,0.00,18.48,147.48
2744,1,2026-01-28T14:19:22+05:30,2026-01-28,sale,cash,304.00,0.00,15.20,319.20
2745,1,2026-01-28T15:34:30+05:30,2026-01-28,sale,mobile,140.00,0.00,7.00,147.00
2746,1,2026-01-28T12:45:23+05:30,2026-01-28,sale,cash,588.00,0.00,48.64,636.64
2747,1,2026-01-28T17:30:52+05:30,2026-01-28,sale,mobile,1316.00,0.00,115.01,1431.01
2748,1,2026-01-28T13:36:41+05:30,2026-01-28,sale,mobile,279.25,39.75,22.31,301.56
2749,1,2026-01-28T15:50:41+05:30,2026-01-28,sale,mobile,245.00,0.00,43.20,288.20
2750,1,2026-01-28T11:08:03+05:30,2026-01-28,sale,cash,110.00,0.00,13.20,123.20
2751,1,2026-01-28T10:32:38+05:30,2026-01-28,sale,mobile,599.00,0.00,43.52,642.52
2752,1,2026-01-28T18:35:44+05:30,2026-01-28,sale,cash,1555.00,0.00,77.75,1632.75
2753,1,2026-01-28T17:46:27+05:30,2026-01-28,sale,cash,160.00,0.00,28.80,188.80
2754,1,2026-01-28T17:30:46+05:30,2026-01-28,sale,mobile,618.00,0.00,32.28,650.28
2755,1,2026-01-28T11:29:22+05:30,2026-01-28,sale,mobile,555.00,0.00,32.65,587.65
2756,1,2026-01-28T18:35:41+05:30,2026-01-28,sale,mobile,288.75,46.25,34.65,323.40
2757,1,2026-01-28T21:14:26+05:30,2026-01-28,sale,mobile,379.00,0.00,18.95,397.95
2758,1,2026-01-28T14:03:46+05:30,2026-01-28,sale,cash,1555.00,0.00,237.58,1792.58
2759,1,2026-01-28T19:24:13+05:30,2026-01-28,sale,mobile,1835.00,0.00,279.46,2114.46
2760,1,2026-01-28T12:59:23+05:30,2026-01-28,sale,cash,59.00,0.00,0.00,59.00
2761,1,2026-01-28T15:51:49+05:30,2026-01-28,sale,card,1083.00,0.00,59.76,1142.76
2762,1,2026-01-28T14:16:15+05:30,2026-01-28,sale,mobile,645.00,45.00,41.70,686.70
2763,1,2026-01-28T15:16:59+05:30,2026-01-28,sale,mobile,345.00,0.00,40.65,385.65
2764,1,2026-01-28T09:25:08+05:30,2026-01-28,sale,cash,746.25,13.75,40.20,786.45
2765,1,2026-01-28T16:21:56+05:30,2026-01-28,sale,cash,955.00,0.00,47.75,1002.75
2766,1,2026-01-28T16:18:28+05:30,2026-01-28,sale,mobile,220.00,0.00,6.00,226.00
2767,1,2026-01-28T17:31:01+05:30,2026-01-28,sale,cash,240.00,0.00,12.00,252.00
2768,1,2026-01-28T18:08:58+05:30,2026-01-28,sale,mobile,319.00,0.00,15.95,334.95
2769,1,2026-01-28T18:00:38+05:30,2026-01-28,sale,mobile,75.00,0.00,4.50,79.50
2770,1,2026-01-28T10:33:54+05:30,2026-01-28,sale,card,190.00,0.00,9.50,199.50
2771,1,2026-01-28T11:04:11+05:30,2026-01-28,sale,mobile,1641.75,36.25,97.42,1739.17
2772,1,2026-01-28T19:39:28+05:30,2026-01-28,sale,card,783.00,0.00,68.19,851.19
2773,1,2026-01-28T14:30:03+05:30,2026-01-28,sale,cash,220.00,0.00,20.10,240.10
2774,1,2026-01-28T19:01:40+05:30,2026-01-28,sale,card,140.00,0.00,13.30,153.30
2775,1,2026-01-28T12:42:49+05:30,2026-01-28,sale,cash,306.00,0.00,8.25,314.25
2776,1,2026-01-28T13:40:05+05:30,2026-01-28,sale,card,200.00,0.00,36.00,236.00
2777,1,2026-01-28T19:50:38+05:30,2026-01-28,sale,mobile,698.00,0.00,36.52,734.52
2778,1,2026-01-28T12:38:04+05:30,2026-01-28,sale,mobile,180.00,0.00,21.60,201.60
2779,1,2026-01-28T10:37:17+05:30,2026-01-28,sale,mobile,170.00,0.00,8.50,178.50
2780,1,2026-01-29T13:48:32+05:30,2026-01-29,sale,card,668.00,0.00,33.40,701.40
2781,1,2026-01-29T17:28:51+05:30,2026-01-29,sale,card,195.00,0.00,9.75,204.75
2782,1,2026-01-29T18:45:33+05:30,2026-01-29,sale,cash,199.00,0.00,38.60,237.60
2783,1,2026-01-29T16:15:57+05:30,2026-01-29,sale,mobile,395.00,0.00,71.10,466.10
2784,1,2026-01-29T11:28:31+05:30,2026-01-29,sale,mobile,275.00,0.00,22.10,297.10
2785,1,2026-01-29T19:08:37+05:30,2026-01-29,sale,mobile,199.00,0.00,35.82,234.82
2786,1,2026-01-29T11:29:40+05:30,2026-01-29,sale,mobile,40.00,0.00,4.80,44.80
2787,1,2026-01-29T09:41:36+05:30,2026-01-29,sale,mobile,79.00,0.00,14.22,93.22
2788,1,2026-01-29T20:36:49+05:30,2026-01-29,sale,cash,1039.00,0.00,75.82,1114.82
2789,1,2026-01-29T20:37:57+05:30,2026-01-29,sale,mobile,1760.00,20.00,174.00,1934.00
2790,1,2026-01-29T20:21:05+05:30,2026-01-29,sale,cash,758.00,0.00,144.24,902.24
2791,1,2026-01-29T17:46:53+05:30,2026-01-29,sale,mobile,619.25,39.75,91.71,710.96
2792,1,2026-01-29T14:23:07+05:30,2026-01-29,sale,cash,489.00,0.00,55.65,544.65
2793,1,2026-01-29T20:52:17+05:30,2026-01-29,sale,mobile,1483.00,0.00,74.15,1557.15
2794,1,2026-01-29T11:45:55+05:30,2026-01-29,sale,cash,270.00,0.00,32.40,302.40
