product_id,sku,name,category_id,unit_of_measure,pack_size,list_price,is_active,discontinued_on
344,SWT-0008,Kesari Dry Fruit Box 250 g Box,11,each,4,105.00,true,
345,SWT-0009,Chitale Wadi Dry Fruit Box Gift Box,11,each,2,320.00,true,
346,SWT-0010,Chitale Wadi Gulab Jamun Tin Gift Box,11,each,1,260.00,true,
347,SWT-0011,Mithas Milk Chocolate Assorted,11,each,1,290.00,true,
348,SWT-0012,Kesari Chikki Assorted,11,each,1,165.00,true,
349,SWT-0013,Mithas Rasgulla Tin Assorted,11,each,2,159.00,true,
350,SWT-0014,Cocoa Bazaar Motichoor Ladoo Assorted,11,each,2,250.00,true,
351,SWT-0015,Chitale Wadi Dark Chocolate 250 g Box,11,each,1,115.00,true,
352,SWT-0016,Cocoa Bazaar Kaju Katli Family Pack,11,each,1,215.00,true,
353,SWT-0017,Kesari Soan Papdi Family Pack,11,each,4,235.00,true,
354,SWT-0018,Mithas Motichoor Ladoo Family Pack,11,each,1,349.00,true,
355,SWT-0019,Mithas Kaju Katli 500 g Box,11,each,4,205.00,true,
356,SWT-0020,Chitale Wadi Dry Fruit Box Family Pack,11,each,1,165.00,true,
357,SWT-0021,Kesari Soan Papdi 250 g Box,11,each,1,255.00,true,
358,SWT-0022,Kesari Dry Fruit Box Family Pack,11,each,1,140.00,true,
359,SWT-0023,Mithas Dry Fruit Box 500 g Box,11,each,1,239.00,true,
360,SWT-0024,Chitale Wadi Rasgulla Tin 500 g Box #2,11,each,2,110.00,true,
361,SWT-0025,Kesari Chikki 500 g Box,11,each,4,345.00,true,
362,SWT-0026,Mithas Gulab Jamun Tin 250 g Box,11,each,1,140.00,true,
363,SWT-0027,Kesari Soan Papdi 500 g Box,11,each,1,165.00,true,
364,SWT-0028,Kesari Rasgulla Tin 250 g Box,11,each,1,209.00,true,
365,SWT-0029,Cocoa Bazaar Gulab Jamun Tin Family Pack,11,each,4,610.00,true,
366,SWT-0030,Kesari Rasgulla Tin Assorted,11,each,1,170.00,true,
367,SWT-0031,Cocoa Bazaar Rasgulla Tin 250 g Box,11,each,1,269.00,true,
368,SWT-0032,Chitale Wadi Rasgulla Tin Family Pack,11,each,2,330.00,true,
369,SWT-0033,Chitale Wadi Kaju Katli 250 g Box,11,each,2,469.00,true,
370,HMC-0001,Gharwala Floor Cleaner 500 ml,12,each,4,125.00,true,
371,HMC-0002,Gharwala Toilet Cleaner 1 L,12,each,2,199.00,true,
372,HMC-0003,Gharwala Floor Cleaner Refill,12,each,2,89.00,true,
373,HMC-0004,Nirmal Room Freshener Value Pack,12,each,1,210.00,true,
374,HMC-0005,Chamak Room Freshener Refill,12,each,1,59.00,true,
375,HMC-0006,Safai Sathi Glass Cleaner Value Pack,12,each,4,199.00,true,
376,HMC-0007,Chamak Scrub Pads 1 L,12,each,1,119.00,true,
377,HMC-0008,Nirmal Phenyl Twin Pack,12,each,4,150.00,true,
378,HMC-0009,Nirmal Room Freshener 500 ml,12,each,1,45.00,true,
379,HMC-0010,Gharwala Scrub Pads Value Pack,12,each,1,150.00,true,
380,HMC-0011,Nirmal Toilet Cleaner Twin Pack,12,each,1,95.00,true,
381,HMC-0012,Chamak Room Freshener 500 ml,12,each,2,100.00,true,
382,HMC-0013,Safai Sathi Glass Cleaner Refill,12,each,4,80.00,true,
383,HMC-0014,Safai Sathi Garbage Bags Value Pack,12,each,4,155.00,true,
384,HMC-0015,Safai Sathi Dishwash Gel 500 ml,12,each,2,85.00,true,
385,HMC-0016,Nirmal Dishwash Gel 500 ml,12,each,4,50.00,true,
386,HMC-0017,Chamak Phenyl Twin Pack,12,each,1,150.00,true,
387,HMC-0018,Nirmal Glass Cleaner Twin Pack,12,each,1,110.00,true,
388,HMC-0019,Safai Sathi Glass Cleaner Value Pack #2,12,each,4,240.00,true,
389,HMC-0020,Chamak Glass Cleaner 1 L,12,each,1,70.00,true,
390,HMC-0021,Safai Sathi Toilet Cleaner Value Pack,12,each,1,120.00,true,
391,HMC-0022,Gharwala Floor Cleaner 500 ml #2,12,each,2,95.00,true,
392,HMC-0023,Gharwala Scrub Pads Value Pack #2,12,each,1,125.00,true,
393,HMC-0024,Gharwala Phenyl Refill,12,each,4,59.00,true,
394,HMC-0025,Chamak Room Freshener 1 L,12,each,2,179.00,true,
395,HMC-0026,Chamak Dishwash Gel 1 L,12,each,1,120.00,true,
396,HMC-0027,Nirmal Room Freshener 500 ml #2,12,each,1,145.00,true,
397,HMC-0028,Nirmal Garbage Bags Refill,12,each,2,59.00,true,
398,HMC-0029,Gharwala Scrub Pads 1 L,12,each,1,125.00,true,
399,HMC-0030,Chamak Room Freshener Refill #2,12,each,1,120.00,true,
400,HMC-0031,Nirmal Room Freshener 1 L,12,each,2,175.00,true,
401,HMC-0032,Gharwala Toilet Cleaner Twin Pack,12,each,2,90.00,true,
402,HMC-0033,Gharwala Dishwash Gel Twin Pack,12,each,1,140.00,true,
403,DET-0001,Dhulai Blue Whitener 500 ml,13,each,1,140.00,true,
404,DET-0002,Ujala Ghar Fabric Conditioner 500 ml,13,each,2,139.00,true,
405,DET-0003,Nirmal Detergent Powder Value Pack,13,each,1,229.00,true,
406,DET-0004,Dhulai Stain Remover 500 ml,13,each,1,80.00,true,
407,DET-0005,Ujala Ghar Liquid Detergent Refill,13,each,1,100.00,true,
408,DET-0006,Dhulai Detergent Powder 500 ml,13,each,4,200.00,true,
409,DET-0007,Nirmal Blue Whitener 500 ml,13,each,1,165.00,true,
410,DET-0008,Dhulai Detergent Powder 500 ml #2,13,each,1,135.00,true,
411,DET-0009,Shubhra Liquid Detergent Refill,13,each,2,110.00,true,
412,DET-0010,Nirmal Blue Whitener 1 kg,13,each,2,210.00,true,
413,DET-0011,Dhulai Detergent Bar Refill,13,each,2,150.00,true,
414,DET-0012,Nirmal Detergent Powder 1 kg,13,each,1,230.00,true,
415,DET-0013,Dhulai Detergent Powder Value Pack,13,each,1,285.00,true,
416,DET-0014,Nirmal Liquid Detergent Value Pack,13,each,2,145.00,true,
417,DET-0015,Dhulai Blue Whitener 2 kg,13,each,2,295.00,true,
418,DET-0016,Nirmal Stain Remover 2 kg,13,each,1,160.00,true,
419,DET-0017,Shubhra Liquid Detergent Refill #2,13,each,1,155.00,true,
420,DET-0018,Dhulai Fabric Conditioner Refill,13,each,1,70.00,true,
421,DET-0019,Shubhra Stain Remover Value Pack,13,each,2,409.00,true,
422,DET-0020,Shubhra Detergent Bar 1 kg,13,each,1,150.00,true,
423,DET-0021,Ujala Ghar Fabric Conditioner Value Pack,13,each,4,180.00,true,
424,DET-0022,Nirmal Fabric Conditioner Value Pack,13,each,4,160.00,true,
425,DET-0023,Ujala Ghar Blue Whitener Refill,13,each,1,119.00,true,
426,DET-0024,Ujala Ghar Liquid Detergent 500 ml,13,each,1,110.00,true,
427,DET-0025,Nirmal Detergent Powder Refill,13,each,2,165.00,true,
428,DET-0026,Nirmal Detergent Powder 2 kg,13,each,1,99.00,true,
429,DET-0027,Dhulai Detergent Powder 2 kg,13,each,4,449.00,true,
430,DET-0028,Nirmal Liquid Detergent 1 kg,13,each,1,280.00,true,
431,DET-0029,Nirmal Detergent Bar 500 ml,13,each,1,120.00,true,
432,DET-0030,Ujala Ghar Fabric Conditioner Value Pack #2,13,each,1,220.00,true,
433,DET-0031,Ujala Ghar Fabric Conditioner Value Pack #3,13,each,4,269.00,true,
434,DET-0032,Dhulai Blue Whitener 2 kg #2,13,each,1,150.00,true,
435,DET-0033,Ujala Ghar Liquid Detergent 500 ml #2,13,each,1,140.00,true,
436,PPR-0001,Gharwala Toilet Rolls Single,14,each,2,60.00,true,
437,PPR-0002,Neatfold Cling Wrap 2 Pack,14,each,1,120.00,true,
438,PPR-0003,Softwrap Napkins Single,14,each,2,50.00,true,
439,PPR-0004,Softwrap Toilet Rolls Value Pack,14,each,1,229.00,true,
440,PPR-0005,Panchali Paper Plates 2 Pack,14,each,4,160.00,true,
441,PPR-0006,Gharwala Toilet Rolls Value Pack,14,each,1,190.00,true,
442,PPR-0007,Neatfold Facial Tissues Family Pack,14,each,1,60.00,true,
443,PPR-0008,Panchali Napkins 2 Pack,14,each,1,139.00,true,
444,PPR-0009,Gharwala Kitchen Towel Single,14,each,1,50.00,true,
445,PPR-0010,Panchali Kitchen Towel 2 Pack,14,each,4,120.00,true,
446,PPR-0011,Panchali Aluminium Foil Single,14,each,1,45.00,true,
447,PPR-0012,Panchali Napkins Value Pack,14,each,1,99.00,true,
448,PPR-0013,Panchali Aluminium Foil Single #2,14,each,1,49.00,true,
449,PPR-0014,Neatfold Aluminium Foil 2 Pack,14,each,4,160.00,true,
450,PPR-0015,Neatfold Toilet Rolls Family Pack,14,each,1,230.00,true,
451,PPR-0016,Softwrap Paper Plates 4 Pack,14,each,1,99.00,true,
452,PPR-0017,Neatfold Toilet Rolls Single,14,each,1,69.00,true,
453,PPR-0018,Neatfold Cling Wrap 2 Pack #2,14,each,2,100.00,true,
454,PPR-0019,Softwrap Facial Tissues 4 Pack,14,each,1,235.00,true,
455,PPR-0020,Panchali Cling Wrap 2 Pack,14,each,2,115.00,true,
456,PPR-0021,Softwrap Facial Tissues 2 Pack,14,each,1,110.00,true,
457,PPR-0022,Neatfold Cling Wrap 2 Pack #3,14,each,2,109.00,true,
458,PPR-0023,Neatfold Toilet Rolls 2 Pack,14,each,2,145.00,true,
459,PPR-0024,Softwrap Paper Plates Value Pack,14,each,1,99.00,true,
460,PPR-0025,Neatfold Facial Tissues 2 Pack,14,each,4,85.00,true,
461,PPR-0026,Gharwala Napkins Family Pack,14,each,1,115.00,true,
462,PPR-0027,Neatfold Facial Tissues 4 Pack,14,each,2,90.00,true,
463,PPR-0028,Panchali Facial Tissues Family Pack,14,each,1,189.00,true,
464,PPR-0029,Gharwala Cling Wrap Family Pack,14,each,1,199.00,true,
465,PPR-0030,Softwrap Napkins Single #2,14,each,2,60.00,true,
466,PPR-0031,Panchali Kitchen Towel Value Pack,14,each,1,160.00,true,
467,PPR-0032,Neatfold Aluminium Foil Value Pack,14,each,1,80.00,true,
468,PPR-0033,Panchali Napkins Family Pack,14,each,2,105.00,true,
469,PSC-0001,Chandan Bazaar Face Wash Standard,15,each,1,79.00,true,
470,PSC-0002,Silverbirch Deodorant Combo Pack,15,each,1,289.00,true,
471,PSC-0003,Chandan Bazaar Shampoo Large,15,each,1,149.00,true,
472,PSC-0004,Kesh Kanti Toothpaste Refill,15,each,4,220.00,true,
473,PSC-0005,Neem Vatika Hair Oil Large,15,each,2,115.00,true,
474,PSC-0006,Chandan Bazaar Shampoo Family Pack,15,each,1,130.00,true,
475,PSC-0007,Kesh Kanti Toothpaste Standard,15,each,1,85.00,true,
476,PSC-0008,Kesh Kanti Deodorant Family Pack,15,each,1,170.00,true,
477,PSC-0009,Neem Vatika Body Wash Refill,15,each,1,110.00,true,
478,PSC-0010,Silverbirch Face Wash Large,15,each,1,120.00,true,
479,PSC-0011,Kesh Kanti Hair Oil Combo Pack,15,each,1,229.00,true,
480,PSC-0012,Chandan Bazaar Hair Oil Large,15,each,1,310.00,true,
481,PSC-0013,Chandan Bazaar Bathing Soap Large,15,each,2,180.00,true,
482,PSC-0014,Silverbirch Body Wash Combo Pack,15,each,1,155.00,true,
483,PSC-0015,Silverbirch Shampoo Standard,15,each,1,80.00,true,
484,PSC-0016,Neem Vatika Shampoo Family Pack,15,each,1,175.00,true,
485,PSC-0017,Silverbirch Face Wash Large #2,15,each,1,100.00,true,
486,PSC-0018,Chandan Bazaar Hair Oil Refill,15,each,1,79.00,true,
487,PSC-0019,Kesh Kanti Hair Oil Refill,15,each,1,89.00,true,
488,PSC-0020,Chandan Bazaar Body Wash Combo Pack,15,each,1,170.00,true,
489,PSC-0021,Silverbirch Talc Standard,15,each,1,119.00,true,
490,PSC-0022,Chandan Bazaar Face Wash Combo Pack,15,each,2,219.00,true,
491,PSC-0023,Neem Vatika Shampoo Family Pack #2,15,each,4,179.00,true,
492,PSC-0024,Silverbirch Toothpaste Family Pack,15,each,1,250.00,true,
493,PSC-0025,Silverbirch Shampoo Refill,15,each,4,95.00,true,
494,PSC-0026,Neem Vatika Toothpaste Combo Pack,15,each,1,155.00,true,
495,PSC-0027,Kesh Kanti Face Wash Refill,15,each,1,120.00,true,
496,PSC-0028,Chandan Bazaar Bathing Soap Standard,15,each,1,95.00,true,
497,PSC-0029,Chandan Bazaar Deodorant Refill,15,each,1,90.00,true,
498,PSC-0030,Kesh Kanti Deodorant Refill,15,each,1,90.00,true,
499,PSC-0031,Chandan Bazaar Talc Family Pack,15,each,1,259.00,true,
500,PSC-0032,Silverbirch Talc Combo Pack,15,each,1,199.00,true,
501,PSC-0033,Silverbirch Shampoo Family Pack,15,each,2,145.00,true,
502,HLW-0001,Ayur Bhandar Chyawanprash Combo,16,each,1,310.00,true,
503,HLW-0002,Wellspring Glucose Powder Large,16,each,1,150.00,true,
504,HLW-0003,Arogya Multivitamins Family Pack,16,each,1,120.00,true,
505,HLW-0004,Ayur Bhandar Multivitamins Combo,16,each,2,215.00,true,
506,HLW-0005,Arogya Multivitamins Large,16,each,1,155.00,true,
507,HLW-0006,Arogya Pain Relief Balm Standard,16,each,1,119.00,true,
508,HLW-0007,Ayur Bhandar Chyawanprash Value Pack,16,each,1,320.00,true,
509,HLW-0008,Arogya Bandages Family Pack,16,each,1,245.00,true,
510,HLW-0009,Ayur Bhandar Pain Relief Balm Large,16,each,2,125.00,true,
511,HLW-0010,Tulsi Digestive Tablets Combo,16,each,2,230.00,true,
512,HLW-0011,Arogya Bandages Large,16,each,4,190.00,true,
513,HLW-0012,Ayur Bhandar Multivitamins Large,16,each,4,210.00,true,
514,HLW-0013,Tulsi Multivitamins Combo,16,each,2,159.00,true,
515,HLW-0014,Wellspring Honey Family Pack,16,each,2,259.00,true,
516,HLW-0015,Wellspring Digestive Tablets Large,16,each,1,109.00,true,
517,HLW-0016,Ayur Bhandar Antiseptic Liquid Standard,16,each,2,90.00,true,
518,HLW-0017,Wellspring Digestive Tablets Large #2,16,each,1,195.00,true,
519,HLW-0018,Tulsi Digestive Tablets Standard,16,each,1,180.00,true,
520,HLW-0019,Ayur Bhandar Pain Relief Balm Value Pack,16,each,1,330.00,true,
521,HLW-0020,Wellspring Bandages Large,16,each,2,290.00,true,
522,HLW-0021,Arogya Pain Relief Balm Large,16,each,1,235.00,true,
523,HLW-0022,Arogya Glucose Powder Standard,16,each,4,130.00,true,
524,HLW-0023,Wellspring Glucose Powder Combo,16,each,2,200.00,true,
525,HLW-0024,Arogya Glucose Powder Standard #2,16,each,1,99.00,true,
526,HLW-0025,Tulsi Antiseptic Liquid Large,16,each,1,240.00,true,
527,HLW-0026,Wellspring Bandages Value Pack,16,each,1,360.00,true,
528,HLW-0027,Arogya Bandages Combo,16,each,1,225.00,true,
529,HLW-0028,Wellspring Pain Relief Balm Family Pack,16,each,1,355.00,true,
530,HLW-0029,Wellspring Glucose Powder Family Pack,16,each,1,415.00,true,
531,HLW-0030,Wellspring Chyawanprash Value Pack,16,each,1,240.00,true,
532,HLW-0031,Arogya Multivitamins Combo,16,each,1,195.00,true,
533,HLW-0032,Arogya Antiseptic Liquid Value Pack,16,each,1,170.00,true,
534,HLW-0033,Wellspring Chyawanprash Large,16,each,1,170.00,true,
535,BBY-0001,Shishu Feeding Bottle Large,17,each,2,299.00,true,
536,BBY-0002,Little Konkan Baby Oil Medium,17,each,1,250.00,true,
537,BBY-0003,Nazuk Feeding Bottle Small,17,each,2,200.00,true,
538,BBY-0004,Little Konkan Baby Soap Value Pack,17,each,1,360.00,true,
539,BBY-0005,Little Konkan Baby Lotion Large,17,each,1,449.00,true,
540,BBY-0006,Shishu Feeding Bottle Medium,17,each,4,245.00,true,
541,BBY-0007,Nazuk Baby Soap Large,17,each,1,260.00,true,
542,BBY-0008,Little Konkan Baby Lotion Small,17,each,1,180.00,true,
543,BBY-0009,Nanhe Kadam Feeding Bottle Medium,17,each,1,290.00,true,
544,BBY-0010,Nanhe Kadam Infant Cereal Large,17,each,1,250.00,true,
545,BBY-0011,Little Konkan Baby Soap Multipack,17,each,2,325.00,true,
546,BBY-0012,Nazuk Baby Lotion Multipack,17,each,1,479.00,true,
547,BBY-0013,Shishu Baby Soap Multipack,17,each,1,365.00,true,
548,BBY-0014,Nanhe Kadam Baby Soap Large,17,each,2,379.00,true,
549,BBY-0015,Little Konkan Feeding Bottle Small,17,each,1,270.00,true,
550,BBY-0016,Nanhe Kadam Baby Oil Medium,17,each,1,439.00,true,
551,BBY-0017,Shishu Baby Soap Value Pack,17,each,1,289.00,true,
552,BBY-0018,Nanhe Kadam Infant Cereal Small,17,each,1,220.00,true,
553,BBY-0019,Shishu Baby Oil Large,17,each,2,430.00,true,
554,BBY-0020,Nazuk Baby Lotion Small,17,each,2,410.00,true,
555,BBY-0021,Nazuk Baby Soap Multipack,17,each,4,310.00,true,
556,BBY-0022,Nanhe Kadam Baby Wipes Medium,17,each,1,289.00,true,
557,BBY-0023,Little Konkan Baby Wipes Medium,17,each,2,255.00,true,
558,BBY-0024,Nanhe Kadam Infant Cereal Value Pack,17,each,4,610.00,true,
559,BBY-0025,Nazuk Infant Cereal Small,17,each,1,245.00,true,
560,BBY-0026,Nazuk Baby Oil Small,17,each,1,250.00,true,
561,BBY-0027,Nazuk Baby Oil Small #2,17,each,1,240.00,true,
562,BBY-0028,Nazuk Baby Oil Medium,17,each,1,219.00,true,
563,BBY-0029,Little Konkan Feeding Bottle Multipack,17,each,1,420.00,true,
564,BBY-0030,Nazuk Feeding Bottle Large,17,each,1,260.00,true,
565,BBY-0031,Nazuk Baby Wipes Value Pack,17,each,1,380.00,true,
566,BBY-0032,Shishu Baby Lotion Medium,17,each,1,219.00,true,
567,BBY-0033,Nazuk Baby Wipes Value Pack #2,17,each,1,250.00,true,
568,POO-0001,Utsav Ghar Agarbatti Single,18,each,2,90.00,true,
569,POO-0002,Deepmala Torans Pack of 6,18,each,4,175.00,true,
570,POO-0003,Utsav Ghar Gift Wrap Assorted,18,each,1,215.00,true,
571,POO-0004,Utsav Ghar Camphor Pack of 12,18,each,1,180.00,true,
572,POO-0005,Deepmala Dhoop Sticks Pack of 12,18,each,1,129.00,true,
573,POO-0006,Utsav Ghar Agarbatti Assorted,18,each,2,79.00,true,
574,POO-0007,Deepmala Cotton Wicks Single,18,each,1,79.00,true,
575,POO-0008,Kesari Cotton Wicks Pack of 6,18,each,1,220.00,true,
576,POO-0009,Utsav Ghar Gift Wrap Gift Set,18,each,1,360.00,true,
577,POO-0010,Kesari Torans Single,18,each,4,30.00,true,
578,POO-0011,Kesari Rangoli Colours Single,18,each,1,70.00,true,
579,POO-0012,Shubh Labh LED String Lights Pack of 6,18,each,1,100.00,true,
580,POO-0013,Deepmala Agarbatti Pack of 6,18,each,2,200.00,true,
581,POO-0014,Shubh Labh Cotton Wicks Single,18,each,4,65.00,true,
582,POO-0015,Utsav Ghar Diya Set Pack of 12,18,each,1,230.00,true,
583,POO-0016,Deepmala Rangoli Colours Pack of 6,18,each,1,260.00,true,
584,POO-0017,Shubh Labh Diya Set Pack of 12,18,each,1,190.00,true,
585,POO-0018,Deepmala LED String Lights Pack of 6,18,each,1,239.00,true,
586,POO-0019,Deepmala Rangoli Colours Single,18,each,1,60.00,true,
587,POO-0020,Deepmala Torans Single,18,each,2,65.00,true,
588,POO-0021,Shubh Labh Puja Thali Gift Set,18,each,1,240.00,true,
589,POO-0022,Shubh Labh Diya Set Single,18,each,1,60.00,true,
590,POO-0023,Utsav Ghar Gift Wrap Single,18,each,2,65.00,true,
591,POO-0024,Kesari Gift Wrap Gift Set,18,each,4,235.00,true,
592,POO-0025,Deepmala Puja Thali Gift Set,18,each,4,199.00,true,
593,POO-0026,Shubh Labh LED String Lights Single,18,each,1,60.00,true,
594,POO-0027,Deepmala Camphor Assorted,18,each,2,180.00,true,
595,POO-0028,Deepmala Puja Thali Gift Set #2,18,each,1,110.00,true,
596,POO-0029,Deepmala Dhoop Sticks Gift Set,18,each,1,350.00,true,
597,POO-0030,Utsav Ghar Torans Pack of 12,18,each,1,285.00,true,
598,POO-0031,Shubh Labh Camphor Gift Set,18,each,4,315.00,true,
599,POO-0032,Utsav Ghar Puja Thali Single,18,each,1,50.00,true,
600,POO-0033,Deepmala LED String Lights Single,18,each,4,50.00,true,
